Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore,Fti,Uti,W_x,L_x,Pts_x,Opp_x,MOV_x,SOS_x,OSRS_x,DSRS_x,SRS_x,PASE_x,W_y,L_y,Pts_y,Opp_y,MOV_y,SOS_y,OSRS_y,DSRS_y,SRS_y,PASE_y
2009,2,SW,38,4,Washington,74,5,Purdue,76,23,21,26.0,9.0,78.6,69.5,9.11,8.19,14.93,1.85,16.78,0.30078125,27.0,10.0,69.1,59.8,9.27,7.17,6.57,9.87,16.44,-0.4207589285714285
2009,2,SW,39,3,Missouri,83,6,Marquette,79,27,25,31.0,7.0,81.5,67.7,13.82,6.72,15.46,4.1,19.56,-0.380859375,25.0,10.0,78.3,69.5,8.77,7.87,12.58,2.48,15.06,-0.2542613636363636
2009,2,SW,40,2,Memphis,89,10,Maryland,70,31,30,33.0,4.0,75.1,58.8,16.3,4.63,8.53,12.4,20.92,0.12109375,21.0,14.0,71.8,69.1,2.66,8.99,6.63,4.48,11.1,0.09375
2009,2,NE,41,1,Pittsburgh,84,8,Oklahoma St.,76,33,35,31.0,5.0,77.4,64.4,12.97,8.61,12.17,9.04,21.21,-0.37109375,23.0,12.0,80.9,74.5,6.34,7.44,14.62,-0.84,13.78,-0.5647321428571429
2009,2,NE,42,4,Xavier,60,12,Wisconsin,49,39,38,27.0,8.0,71.7,61.9,9.8,4.65,6.01,8.44,14.45,0.4453125,20.0,13.0,63.8,59.0,4.79,8.43,0.85,11.58,12.43,0.2801339285714285
2009,2,NE,43,3,Villanova,89,6,UCLA,69,43,41,30.0,8.0,76.8,67.4,9.45,8.72,10.87,6.59,17.45,0.3545673076923077,26.0,9.0,75.5,64.0,11.46,7.19,11.55,7.1,18.64,0.73125
2009,2,NE,44,2,Duke,74,7,Texas,69,47,45,30.0,7.0,77.5,65.9,11.57,9.07,11.97,8.12,20.1,-0.0010416666666666,23.0,12.0,72.3,65.6,6.74,8.09,6.31,8.52,14.83,-0.3317307692307692
2009,2,SE,45,1,North Carolina,84,8,LSU,70,49,51,34.0,4.0,89.8,72.0,17.84,8.35,23.85,1.6,25.46,0.5479910714285714,27.0,8.0,74.8,66.2,8.6,3.27,6.87,5.0,11.87,-0.115625
2009,2,SE,46,4,Gonzaga,83,12,Western Kentucky,81,55,54,28.0,6.0,78.9,63.0,15.94,3.55,12.22,5.74,17.95,0.26953125,25.0,9.0,72.2,67.0,5.18,-1.23,4.09,-0.41,3.68,0.54375
2009,2,SE,47,3,Syracuse,78,6,Arizona St.,67,59,57,28.0,10.0,80.2,71.7,8.45,9.48,16.69,0.54,17.24,0.6203125,25.0,10.0,69.4,60.5,8.89,7.82,4.72,11.98,16.7,0.03515625
2009,2,SE,48,2,Oklahoma,73,10,Michigan,63,63,62,30.0,6.0,78.7,67.5,11.19,6.88,12.69,5.38,18.07,0.2135416666666666,21.0,14.0,66.9,63.2,3.66,9.74,4.72,7.18,11.9,0.8522727272727273
2009,3,NW,49,1,Louisville,103,12,Arizona,64,1,6,31.0,6.0,74.3,61.8,12.46,8.41,8.93,11.93,20.87,0.375,21.0,14.0,72.3,69.2,3.09,8.8,9.13,2.75,11.88,-0.1744791666666666
2009,3,NW,50,2,Michigan St.,67,3,Kansas,62,15,11,31.0,7.0,72.0,63.7,8.34,9.37,9.33,8.39,17.71,0.68125,27.0,8.0,76.4,65.4,10.97,7.9,10.34,7.68,18.02,-0.0966796875
2009,3,SW,51,1,Connecticut,72,5,Purdue,60,17,21,31.0,5.0,78.3,64.3,14.06,8.57,13.22,8.96,22.17,0.5171875,27.0,10.0,69.1,59.8,9.27,7.17,6.57,9.87,16.44,-0.4207589285714285
2009,3,SW,52,2,Memphis,91,3,Missouri,102,31,27,33.0,4.0,75.1,58.8,16.3,4.63,8.53,12.4,20.92,0.12109375,31.0,7.0,81.5,67.7,13.82,6.72,15.46,4.1,19.56,-0.380859375
2009,3,NE,53,1,Pittsburgh,60,4,Xavier,55,33,39,31.0,5.0,77.4,64.4,12.97,8.61,12.17,9.04,21.21,-0.37109375,27.0,8.0,71.7,61.9,9.8,4.65,6.01,8.44,14.45,0.4453125
2009,3,NE,54,2,Duke,54,3,Villanova,77,47,43,30.0,7.0,77.5,65.9,11.57,9.07,11.97,8.12,20.1,-0.0010416666666666,30.0,8.0,76.8,67.4,9.45,8.72,10.87,6.59,17.45,0.3545673076923077
2009,3,SE,55,1,North Carolina,98,4,Gonzaga,77,49,55,34.0,4.0,89.8,72.0,17.84,8.35,23.85,1.6,25.46,0.5479910714285714,28.0,6.0,78.9,63.0,15.94,3.55,12.22,5.74,17.95,0.26953125
2009,3,SE,56,2,Oklahoma,84,3,Syracuse,71,63,59,30.0,6.0,78.7,67.5,11.19,6.88,12.69,5.38,18.07,0.2135416666666666,28.0,10.0,80.2,71.7,8.45,9.48,16.69,0.54,17.24,0.6203125
2009,4,NW,57,1,Louisville,52,2,Michigan St.,64,1,15,31.0,6.0,74.3,61.8,12.46,8.41,8.93,11.93,20.87,0.375,31.0,7.0,72.0,63.7,8.34,9.37,9.33,8.39,17.71,0.68125
2009,4,SW,58,1,Connecticut,82,3,Missouri,75,17,27,31.0,5.0,78.3,64.3,14.06,8.57,13.22,8.96,22.17,0.5171875,31.0,7.0,81.5,67.7,13.82,6.72,15.46,4.1,19.56,-0.380859375
2009,4,NE,59,1,Pittsburgh,76,3,Villanova,78,33,43,31.0,5.0,77.4,64.4,12.97,8.61,12.17,9.04,21.21,-0.37109375,30.0,8.0,76.8,67.4,9.45,8.72,10.87,6.59,17.45,0.3545673076923077
2009,4,SE,60,1,North Carolina,72,2,Oklahoma,60,49,63,34.0,4.0,89.8,72.0,17.84,8.35,23.85,1.6,25.46,0.5479910714285714,30.0,6.0,78.7,67.5,11.19,6.88,12.69,5.38,18.07,0.2135416666666666
2009,5,F4,61,1,Connecticut,73,2,Michigan St.,82,17,15,31.0,5.0,78.3,64.3,14.06,8.57,13.22,8.96,22.17,0.5171875,31.0,7.0,72.0,63.7,8.34,9.37,9.33,8.39,17.71,0.68125
2009,5,F4,62,1,North Carolina,83,3,Villanova,69,49,43,34.0,4.0,89.8,72.0,17.84,8.35,23.85,1.6,25.46,0.5479910714285714,30.0,8.0,76.8,67.4,9.45,8.72,10.87,6.59,17.45,0.3545673076923077
2009,6,Champ,63,1,North Carolina,89,2,Michigan St.,72,49,15,34.0,4.0,89.8,72.0,17.84,8.35,23.85,1.6,25.46,0.5479910714285714,31.0,7.0,72.0,63.7,8.34,9.37,9.33,8.39,17.71,0.68125
2010,0,PI,-1,16,Arkansas Pine Bluff,61,16,Winthrop,44,50,65,18.0,16.0,63.7,64.3,-0.62,-7.68,-7.86,-0.43,-8.29,0.96875,19.0,14.0,61.9,61.4,0.52,-7.31,-11.56,2.88,-8.68,-0.3385416666666667
2010,1,NW,1,1,Kansas,90,16,Lehigh,74,1,2,33.0,3.0,81.6,64.2,17.36,8.25,15.06,9.62,24.68,-0.0966796875,22.0,11.0,75.1,70.6,4.45,-7.79,3.85,-7.18,-3.33,0.390625
2010,1,NW,2,8,UNLV,66,9,Northern Iowa,69,3,4,25.0,9.0,73.1,63.8,9.32,4.82,5.98,6.59,12.57,-0.59375,30.0,5.0,63.3,55.1,8.2,4.27,-2.81,14.84,12.03,0.24609375
2010,1,NW,3,5,Michigan St.,70,12,New Mexico St.,67,5,6,28.0,9.0,71.8,63.8,8.03,8.17,7.35,7.99,15.33,0.68125,22.0,12.0,78.3,77.6,0.68,1.66,9.3,-7.24,2.06,-0.234375
2010,1,NW,4,4,Maryland,89,13,Houston,77,7,8,24.0,9.0,79.7,68.3,11.36,7.95,14.63,3.13,17.75,0.09375,19.0,16.0,78.6,75.0,3.63,3.48,12.47,-5.73,6.74,0.0245535714285714
2010,1,NW,5,6,Tennessee,62,11,San Diego St.,59,9,10,28.0,9.0,73.5,65.2,8.3,7.75,7.86,8.19,16.05,-0.0909090909090909,25.0,9.0,70.3,61.8,8.47,4.21,3.49,7.85,11.34,-0.0052083333333333
2010,1,NW,6,3,Georgetown,83,14,Ohio,97,11,12,23.0,11.0,73.5,66.1,7.47,9.56,9.38,7.65,17.03,-1.0535714285714286,22.0,15.0,74.7,69.4,5.24,-0.03,6.34,-1.78,4.56,1.1302083333333333
2010,1,NW,7,7,Oklahoma St.,59,10,Georgia Tech,64,13,14,22.0,11.0,73.8,68.0,5.88,6.97,7.29,5.05,12.34,-0.5647321428571429,23.0,13.0,72.8,65.7,7.11,9.02,7.49,6.62,14.11,-0.078125
2010,1,NW,8,2,Ohio St.,68,15,UC Santa Barbara,51,15,16,29.0,8.0,74.1,61.5,12.59,7.37,10.34,9.15,19.49,-0.078125,20.0,10.0,67.6,65.7,1.87,-1.09,-2.54,2.41,-0.13,-0.25
2010,1,SW,9,1,Syracuse,79,16,Vermont,56,17,18,30.0,5.0,80.9,66.4,14.51,7.21,14.9,6.82,21.72,0.6203125,25.0,10.0,70.2,64.8,5.43,-6.69,-0.66,-0.6,-1.26,-0.0357142857142857
2010,1,SW,10,8,Gonzaga,67,9,Florida St.,60,19,20,27.0,7.0,76.9,67.4,9.5,3.83,9.27,2.84,12.11,0.26953125,22.0,10.0,68.2,60.4,7.84,6.79,2.6,12.03,14.64,0.1953125
2010,1,SW,11,5,Butler,77,12,UTEP,59,21,22,33.0,5.0,68.7,59.4,9.29,5.08,2.5,11.87,14.37,1.0746527777777777,26.0,7.0,75.3,64.6,10.7,1.96,6.96,5.7,12.66,-0.515625
2010,1,SW,12,4,Vanderbilt,65,13,Murray St.,66,23,24,24.0,9.0,76.9,68.9,7.97,7.86,11.84,3.4,15.24,-0.946875,31.0,5.0,76.5,60.4,16.06,-3.89,2.63,6.06,8.69,0.228125
2010,1,SW,13,6,Xavier,65,11,Minnesota,54,25,26,26.0,9.0,79.8,69.5,10.29,5.94,14.53,1.69,16.23,0.4453125,21.0,14.0,72.4,64.1,8.31,7.32,8.09,7.55,15.64,-0.359375
2010,1,SW,14,3,Pittsburgh,89,14,Oakland,66,27,28,25.0,9.0,68.7,61.8,6.91,7.39,2.66,11.64,14.3,-0.37109375,26.0,9.0,76.5,71.5,4.91,-2.96,4.33,-4.97,-0.64,-0.15625
2010,1,SW,15,7,BYU,99,10,Florida,92,29,30,30.0,6.0,83.1,66.4,16.67,3.0,16.12,2.7,18.82,-0.275390625,21.0,13.0,72.2,66.4,5.79,7.16,5.81,6.08,11.89,0.6234375
2010,1,SW,16,2,Kansas St.,82,15,North Texas,62,31,32,29.0,8.0,79.7,69.8,9.86,10.28,14.47,5.41,19.88,0.153125,24.0,9.0,73.8,69.8,4.06,-4.72,1.07,-3.56,-2.49,0.28125
2010,1,NE,17,1,Kentucky,100,16,East Tennessee St.,71,33,34,35.0,3.0,79.3,64.9,14.32,6.82,13.3,7.84,21.13,0.6045673076923077,20.0,15.0,69.3,67.5,1.77,-1.47,-0.57,-0.27,-0.83,-0.1041666666666666
2010,1,NE,18,8,Texas,80,9,Wake Forest,81,35,36,24.0,10.0,81.2,70.0,11.18,7.38,15.28,3.28,18.56,-0.3317307692307692,20.0,11.0,72.8,69.5,3.29,8.85,8.21,3.25,11.45,-0.546875
2010,1,NE,19,5,Temple,65,12,Cornell,78,37,38,29.0,6.0,64.9,56.8,8.17,4.27,-2.6,15.04,12.44,-0.5044642857142857,29.0,5.0,76.4,64.5,11.88,-0.91,7.2,1.55,8.76,0.421875
2010,1,NE,20,4,Wisconsin,53,13,Wofford,49,39,40,24.0,9.0,67.1,56.9,10.18,7.66,2.31,15.54,17.84,0.2801339285714285,26.0,9.0,68.8,61.0,7.83,-2.57,-2.32,6.74,4.43,-0.190625
2010,1,NE,21,6,Marquette,78,11,Washington,80,41,42,22.0,12.0,73.1,64.6,8.44,8.23,5.9,9.27,15.17,-0.2542613636363636,26.0,10.0,79.2,70.0,9.22,7.49,13.31,2.33,15.64,0.30078125
2010,1,NE,22,3,New Mexico,62,14,Montana,57,43,44,30.0,5.0,75.9,67.2,8.66,3.84,9.65,2.84,12.49,-0.88125,22.0,10.0,69.6,61.3,8.38,-2.35,-2.12,6.05,3.93,-0.18125
2010,1,NE,23,7,Clemson,78,10,Missouri,86,45,46,21.0,11.0,73.4,64.5,8.91,7.9,8.25,7.46,15.71,-0.4330357142857143,23.0,11.0,77.3,66.2,11.03,6.36,11.31,6.08,17.39,-0.380859375
2010,1,NE,24,2,West Virginia,77,15,Morgan St.,50,47,48,31.0,7.0,72.4,63.5,8.89,10.26,7.6,11.56,19.16,0.080965909090909,27.0,10.0,76.0,70.4,5.59,-6.15,4.37,-5.54,-1.18,-0.1875
2010,1,SE,25,1,Duke,73,16,Arkansas Pine Bluff,44,49,50,35.0,5.0,77.0,61.0,15.95,9.21,13.17,12.04,25.21,-0.0010416666666666,18.0,16.0,63.7,64.3,-0.62,-7.68,-7.86,-0.43,-8.29,0.96875
2010,1,SE,26,8,California,77,9,Louisville,62,51,52,24.0,11.0,77.2,68.2,9.03,8.26,13.43,3.86,17.29,-0.40625,20.0,13.0,75.9,69.8,6.09,7.99,10.13,3.95,14.08,0.375
2010,1,SE,27,5,Texas A&M,69,12,Utah St.,53,53,54,24.0,10.0,71.4,64.5,6.88,9.8,5.7,9.54,15.24,-0.048828125,27.0,8.0,73.1,59.9,13.2,1.23,3.15,10.47,13.62,-0.6674107142857143
2010,1,SE,28,4,Purdue,72,13,Siena,64,55,56,29.0,6.0,70.5,61.3,9.23,8.81,6.09,11.43,17.52,-0.4207589285714285,27.0,7.0,75.1,65.5,9.65,-1.17,7.63,0.84,8.48,0.296875
2010,1,SE,29,6,Notre Dame,50,11,Old Dominion,51,57,58,23.0,12.0,75.3,68.4,6.91,6.22,9.82,3.32,13.14,0.1145833333333333,27.0,9.0,67.1,57.5,9.61,1.78,-0.52,11.91,11.39,-0.1770833333333333
2010,1,SE,30,3,Baylor,68,14,Sam Houston St.,59,59,60,28.0,8.0,77.0,65.6,11.36,8.03,9.58,8.39,17.97,-0.1692708333333333,25.0,8.0,79.3,69.2,10.06,-3.37,8.29,-4.59,3.71,-0.109375
2010,1,SE,31,7,Richmond,71,10,Saint Mary's,80,61,62,26.0,9.0,69.3,62.7,6.6,3.43,0.98,9.06,10.03,0.359375,28.0,6.0,78.5,66.4,12.06,2.2,10.03,3.35,13.38,-0.1927083333333333
2010,1,SE,32,2,Villanova,73,15,Robert Morris,70,63,64,25.0,8.0,81.8,72.8,8.97,7.75,16.74,-0.02,16.72,0.3545673076923077,23.0,12.0,68.5,65.9,2.66,-6.15,-2.58,-1.13,-3.71,0.1979166666666666
2010,2,NW,33,1,Kansas,67,9,Northern Iowa,69,1,4,33.0,3.0,81.6,64.2,17.36,8.25,15.06,9.62,24.68,-0.0966796875,30.0,5.0,63.3,55.1,8.2,4.27,-2.81,14.84,12.03,0.24609375
2010,2,NW,34,4,Maryland,83,5,Michigan St.,85,7,5,24.0,9.0,79.7,68.3,11.36,7.95,14.63,3.13,17.75,0.09375,28.0,9.0,71.8,63.8,8.03,8.17,7.35,7.99,15.33,0.68125
2010,2,NW,35,6,Tennessee,83,14,Ohio,68,9,12,28.0,9.0,73.5,65.2,8.3,7.75,7.86,8.19,16.05,-0.0909090909090909,22.0,15.0,74.7,69.4,5.24,-0.03,6.34,-1.78,4.56,1.1302083333333333
2010,2,NW,36,2,Ohio St.,75,10,Georgia Tech,66,15,14,29.0,8.0,74.1,61.5,12.59,7.37,10.34,9.15,19.49,-0.078125,23.0,13.0,72.8,65.7,7.11,9.02,7.49,6.62,14.11,-0.078125
2010,2,SW,37,1,Syracuse,87,8,Gonzaga,65,17,19,30.0,5.0,80.9,66.4,14.51,7.21,14.9,6.82,21.72,0.6203125,27.0,7.0,76.9,67.4,9.5,3.83,9.27,2.84,12.11,0.26953125
2010,2,SW,38,5,Butler,54,13,Murray St.,52,21,24,33.0,5.0,68.7,59.4,9.29,5.08,2.5,11.87,14.37,1.0746527777777777,31.0,5.0,76.5,60.4,16.06,-3.89,2.63,6.06,8.69,0.228125
2010,2,SW,39,3,Pittsburgh,68,6,Xavier,71,27,25,25.0,9.0,68.7,61.8,6.91,7.39,2.66,11.64,14.3,-0.37109375,26.0,9.0,79.8,69.5,10.29,5.94,14.53,1.69,16.23,0.4453125
2010,2,SW,40,2,Kansas St.,84,7,BYU,72,31,29,29.0,8.0,79.7,69.8,9.86,10.28,14.47,5.41,19.88,0.153125,30.0,6.0,83.1,66.4,16.67,3.0,16.12,2.7,18.82,-0.275390625
2010,2,NE,41,1,Kentucky,90,9,Wake Forest,60,33,36,35.0,3.0,79.3,64.9,14.32,6.82,13.3,7.84,21.13,0.6045673076923077,20.0,11.0,72.8,69.5,3.29,8.85,8.21,3.25,11.45,-0.546875
2010,2,NE,42,4,Wisconsin,69,12,Cornell,87,39,38,24.0,9.0,67.1,56.9,10.18,7.66,2.31,15.54,17.84,0.2801339285714285,29.0,5.0,76.4,64.5,11.88,-0.91,7.2,1.55,8.76,0.421875
2010,2,NE,43,3,New Mexico,64,11,Washington,82,43,42,30.0,5.0,75.9,67.2,8.66,3.84,9.65,2.84,12.49,-0.88125,26.0,10.0,79.2,70.0,9.22,7.49,13.31,2.33,15.64,0.30078125
2010,2,NE,44,2,West Virginia,68,10,Missouri,59,47,46,31.0,7.0,72.4,63.5,8.89,10.26,7.6,11.56,19.16,0.080965909090909,23.0,11.0,77.3,66.2,11.03,6.36,11.31,6.08,17.39,-0.380859375
2010,2,SE,45,1,Duke,68,8,California,53,49,51,35.0,5.0,77.0,61.0,15.95,9.21,13.17,12.04,25.21,-0.0010416666666666,24.0,11.0,77.2,68.2,9.03,8.26,13.43,3.86,17.29,-0.40625
2010,2,SE,46,4,Purdue,63,5,Texas A&M,61,55,53,29.0,6.0,70.5,61.3,9.23,8.81,6.09,11.43,17.52,-0.4207589285714285,24.0,10.0,71.4,64.5,6.88,9.8,5.7,9.54,15.24,-0.048828125
2010,2,SE,47,3,Baylor,76,11,Old Dominion,68,59,58,28.0,8.0,77.0,65.6,11.36,8.03,9.58,8.39,17.97,-0.1692708333333333,27.0,9.0,67.1,57.5,9.61,1.78,-0.52,11.91,11.39,-0.1770833333333333
2010,2,SE,48,2,Villanova,68,10,Saint Mary's,75,63,62,25.0,8.0,81.8,72.8,8.97,7.75,16.74,-0.02,16.72,0.3545673076923077,28.0,6.0,78.5,66.4,12.06,2.2,10.03,3.35,13.38,-0.1927083333333333
2010,3,NW,49,5,Michigan St.,59,9,Northern Iowa,52,5,4,28.0,9.0,71.8,63.8,8.03,8.17,7.35,7.99,15.33,0.68125,30.0,5.0,63.3,55.1,8.2,4.27,-2.81,14.84,12.03,0.24609375
2010,3,NW,50,2,Ohio St.,73,6,Tennessee,76,15,9,29.0,8.0,74.1,61.5,12.59,7.37,10.34,9.15,19.49,-0.078125,28.0,9.0,73.5,65.2,8.3,7.75,7.86,8.19,16.05,-0.0909090909090909
2010,3,SW,51,1,Syracuse,59,5,Butler,63,17,21,30.0,5.0,80.9,66.4,14.51,7.21,14.9,6.82,21.72,0.6203125,33.0,5.0,68.7,59.4,9.29,5.08,2.5,11.87,14.37,1.0746527777777777
2010,3,SW,52,2,Kansas St.,101,6,Xavier,96,31,25,29.0,8.0,79.7,69.8,9.86,10.28,14.47,5.41,19.88,0.153125,26.0,9.0,79.8,69.5,10.29,5.94,14.53,1.69,16.23,0.4453125
2010,3,NE,53,1,Kentucky,62,12,Cornell,45,33,38,35.0,3.0,79.3,64.9,14.32,6.82,13.3,7.84,21.13,0.6045673076923077,29.0,5.0,76.4,64.5,11.88,-0.91,7.2,1.55,8.76,0.421875
2010,3,NE,54,2,West Virginia,69,11,Washington,56,47,42,31.0,7.0,72.4,63.5,8.89,10.26,7.6,11.56,19.16,0.080965909090909,26.0,10.0,79.2,70.0,9.22,7.49,13.31,2.33,15.64,0.30078125
2010,3,SE,55,1,Duke,70,4,Purdue,57,49,55,35.0,5.0,77.0,61.0,15.95,9.21,13.17,12.04,25.21,-0.0010416666666666,29.0,6.0,70.5,61.3,9.23,8.81,6.09,11.43,17.52,-0.4207589285714285
2010,3,SE,56,3,Baylor,72,10,Saint Mary's,49,59,62,28.0,8.0,77.0,65.6,11.36,8.03,9.58,8.39,17.97,-0.1692708333333333,28.0,6.0,78.5,66.4,12.06,2.2,10.03,3.35,13.38,-0.1927083333333333
2010,4,NW,57,5,Michigan St.,70,6,Tennessee,69,5,9,28.0,9.0,71.8,63.8,8.03,8.17,7.35,7.99,15.33,0.68125,28.0,9.0,73.5,65.2,8.3,7.75,7.86,8.19,16.05,-0.0909090909090909
2010,4,SW,58,2,Kansas St.,56,5,Butler,63,31,21,29.0,8.0,79.7,69.8,9.86,10.28,14.47,5.41,19.88,0.153125,33.0,5.0,68.7,59.4,9.29,5.08,2.5,11.87,14.37,1.0746527777777777
2010,4,NE,59,1,Kentucky,66,2,West Virginia,73,33,47,35.0,3.0,79.3,64.9,14.32,6.82,13.3,7.84,21.13,0.6045673076923077,31.0,7.0,72.4,63.5,8.89,10.26,7.6,11.56,19.16,0.080965909090909
2010,4,SE,60,1,Duke,78,3,Baylor,71,49,59,35.0,5.0,77.0,61.0,15.95,9.21,13.17,12.04,25.21,-0.0010416666666666,28.0,8.0,77.0,65.6,11.36,8.03,9.58,8.39,17.97,-0.1692708333333333
2010,5,F4,61,5,Butler,52,5,Michigan St.,50,21,5,33.0,5.0,68.7,59.4,9.29,5.08,2.5,11.87,14.37,1.0746527777777777,28.0,9.0,71.8,63.8,8.03,8.17,7.35,7.99,15.33,0.68125
2010,5,F4,62,1,Duke,78,2,West Virginia,57,49,47,35.0,5.0,77.0,61.0,15.95,9.21,13.17,12.04,25.21,-0.0010416666666666,31.0,7.0,72.4,63.5,8.89,10.26,7.6,11.56,19.16,0.080965909090909
2010,6,Champ,63,1,Duke,61,5,Butler,59,49,21,35.0,5.0,77.0,61.0,15.95,9.21,13.17,12.04,25.21,-0.0010416666666666,33.0,5.0,68.7,59.4,9.29,5.08,2.5,11.87,14.37,1.0746527777777777
2011,0,PI,-4,16,UTSA,70,16,Alabama St.,61,2,65,20.0,14.0,70.1,69.5,0.62,-4.93,-1.8,-4.01,-5.8,0.96875,17.0,18.0,61.3,63.8,-2.51,-10.31,-11.22,-2.15,-13.37,
2011,0,PI,-3,12,Clemson,70,12,UAB,52,6,65,22.0,12.0,68.5,61.4,7.18,6.58,3.37,10.39,13.76,-0.4330357142857143,22.0,9.0,68.4,62.6,5.77,2.78,1.49,7.07,8.55,-0.046875
2011,0,PI,-2,11,VCU,59,11,USC,46,42,65,28.0,12.0,71.6,66.8,4.78,3.78,6.2,2.36,8.56,-0.0071022727272727,19.0,15.0,66.2,62.7,3.56,7.97,0.17,11.35,11.52,0.15625
2011,0,PI,-1,16,UNC Asheville,81,16,Little Rock,77,50,65,20.0,14.0,73.7,68.6,5.09,-2.89,1.73,-2.42,-0.69,0.140625,19.0,17.0,68.3,67.4,0.86,-2.97,-3.48,-0.85,-4.32,0.484375
2011,1,NW,1,1,Ohio St.,75,16,UTSA,46,1,2,34.0,3.0,77.1,59.7,17.46,8.38,13.39,12.45,25.84,-0.078125,20.0,14.0,70.1,69.5,0.62,-4.93,-1.8,-4.01,-5.8,0.96875
2011,1,NW,2,8,George Mason,61,9,Villanova,57,3,4,27.0,7.0,72.8,62.5,10.29,1.37,6.01,5.65,11.66,-0.125,21.0,12.0,72.2,65.4,6.82,8.23,8.23,6.82,15.05,0.3545673076923077
2011,1,NW,3,5,West Virginia,84,12,Clemson,76,5,6,21.0,12.0,69.8,64.7,5.12,11.03,5.64,10.51,16.15,0.080965909090909,22.0,12.0,68.5,61.4,7.18,6.58,3.37,10.39,13.76,-0.4330357142857143
2011,1,NW,4,4,Kentucky,59,13,Princeton,57,7,8,29.0,9.0,74.9,63.5,11.39,8.91,10.67,9.64,20.3,0.6045673076923077,25.0,7.0,69.2,63.0,6.19,-1.61,-0.3,4.02,3.71,0.3489583333333333
2011,1,NW,5,6,Xavier,55,11,Marquette,66,9,10,24.0,8.0,72.1,64.6,7.47,4.41,6.3,5.58,11.88,0.4453125,22.0,15.0,75.2,68.8,6.38,8.51,10.23,4.66,14.89,-0.2542613636363636
2011,1,NW,6,3,Syracuse,77,14,Indiana St.,60,11,12,27.0,8.0,73.4,63.3,10.06,8.79,9.39,9.45,18.85,0.6203125,20.0,14.0,66.3,64.5,1.79,2.9,-0.19,3.6,3.41,-0.109375
2011,1,NW,7,7,Washington,68,10,Georgia,65,13,14,24.0,11.0,83.1,70.7,12.37,7.74,18.29,1.83,20.12,0.30078125,21.0,12.0,68.7,64.4,4.3,6.13,3.47,6.97,10.43,-0.4010416666666667
2011,1,NW,8,2,North Carolina,102,15,LIU,87,15,16,29.0,8.0,77.5,68.8,8.73,10.15,13.0,5.87,18.87,0.5479910714285714,27.0,6.0,82.7,74.7,8.0,-5.77,11.47,-9.24,2.23,-0.109375
2011,1,SW,9,1,Duke,87,16,Hampton,45,17,18,32.0,5.0,80.9,64.7,16.19,8.32,16.55,7.95,24.51,-0.0010416666666666,24.0,9.0,66.6,62.7,3.85,-8.77,-6.55,1.35,-5.2,0.3020833333333333
2011,1,SW,10,8,Michigan,75,9,Tennessee,45,19,20,21.0,14.0,66.5,62.5,4.03,10.68,3.14,11.07,14.21,0.8522727272727273,19.0,15.0,69.9,67.5,2.35,8.73,5.2,5.89,11.08,-0.0909090909090909
2011,1,SW,11,5,Arizona,77,12,Memphis,75,21,22,30.0,8.0,76.4,67.9,8.55,7.99,11.12,5.42,16.54,-0.1744791666666666,25.0,10.0,72.1,68.3,3.77,3.14,4.94,1.97,6.91,0.12109375
2011,1,SW,12,4,Texas,85,13,Oakland,81,23,24,28.0,8.0,75.0,62.2,12.86,7.96,9.52,11.3,20.82,-0.3317307692307692,25.0,10.0,85.5,76.9,8.63,0.1,15.9,-7.62,8.28,-0.15625
2011,1,SW,13,6,Cincinnati,78,11,Missouri,63,25,26,26.0,9.0,68.9,59.6,9.31,6.1,3.69,11.72,15.41,-0.2170138888888889,23.0,11.0,80.8,71.6,9.21,6.5,14.73,0.04,14.77,-0.380859375
2011,1,SW,14,3,Connecticut,81,14,Bucknell,52,27,28,32.0,9.0,72.4,64.9,7.51,10.44,9.23,8.72,17.95,0.5171875,25.0,9.0,70.2,63.9,6.26,-3.87,-1.02,3.42,2.39,-0.3203125
2011,1,SW,15,7,Temple,66,10,Penn St.,64,29,30,26.0,8.0,70.6,62.5,8.12,4.23,3.97,8.38,12.35,-0.5044642857142857,19.0,15.0,63.1,62.5,0.53,11.45,0.94,11.04,11.98,-0.046875
2011,1,SW,16,2,San Diego St.,68,15,Northern Colorado,50,31,32,34.0,3.0,71.9,59.2,12.65,6.36,5.28,12.68,17.96,-0.0052083333333333,21.0,11.0,71.5,65.8,5.69,-2.24,1.69,-0.3,1.39,-0.1875
2011,1,NE,17,1,Kansas,72,16,Boston University,53,33,34,35.0,3.0,81.2,64.7,16.47,7.62,15.48,8.62,24.1,-0.0966796875,21.0,14.0,64.9,63.5,1.37,-3.85,-3.87,1.39,-2.48,-0.03125
2011,1,NE,18,8,UNLV,62,9,Illinois,73,35,36,24.0,9.0,71.6,62.9,8.67,6.0,6.84,7.82,14.67,-0.59375,20.0,14.0,71.0,65.4,5.62,11.11,7.98,8.74,16.72,-0.78125
2011,1,NE,19,5,Vanderbilt,66,12,Richmond,69,37,38,23.0,11.0,75.9,67.7,8.24,6.86,11.12,3.97,15.1,-0.946875,29.0,8.0,69.6,61.2,8.43,2.79,2.85,8.38,11.23,0.359375
