,Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore,Fti,Uti
1203,2004,1,NW,3,5,Providence,58,12,Pacific,66,5,6
1204,2004,1,NW,4,4,Kansas,78,13,Illinois Chicago,53,7,8
1205,2004,1,NW,5,6,Boston College,58,11,Utah,51,9,10
1206,2004,1,NW,6,3,Georgia Tech,65,14,Northern Iowa,60,11,12
1207,2004,1,NW,7,7,Michigan St.,66,10,Nevada,72,13,14
1208,2004,1,NW,8,2,Gonzaga,76,15,Valparaiso,49,15,16
1209,2004,1,SW,9,1,Saint Joseph's,82,16,Liberty,63,17,18
1210,2004,1,SW,10,8,Texas Tech,76,9,Charlotte,73,19,20
1211,2004,1,SW,11,5,Florida,60,12,Manhattan,75,21,22
1212,2004,1,SW,12,4,Wake Forest,79,13,VCU,78,23,24
1213,2004,1,SW,13,6,Wisconsin,76,11,Richmond,64,25,26
1214,2004,1,SW,14,3,Pittsburgh,53,14,UCF,44,27,28
1215,2004,1,SW,15,7,Memphis,59,10,South Carolina,43,29,30
1216,2004,1,SW,16,2,Oklahoma St.,75,15,Eastern Washington,56,31,32
1217,2004,1,NE,17,1,Duke,96,16,Alabama St.,61,33,34
1218,2004,1,NE,18,8,Seton Hall,80,9,Arizona,76,35,36
1219,2004,1,NE,19,5,Illinois,72,12,Murray St.,53,37,38
1220,2004,1,NE,20,4,Cincinnati,80,13,East Tennessee St.,77,39,40
1221,2004,1,NE,21,6,North Carolina,63,11,Air Force,52,41,42
1222,2004,1,NE,22,3,Texas,66,14,Princeton,49,43,44
1223,2004,1,NE,23,7,Xavier,80,10,Louisville,70,45,46
1224,2004,1,NE,24,2,Mississippi St.,85,15,Monmouth,52,47,48
1225,2004,1,SE,25,1,Stanford,71,16,UTSA,45,49,50
1226,2004,1,SE,26,8,Alabama,65,9,Southern Illinois,64,51,52
1227,2004,1,SE,27,5,Syracuse,80,12,BYU,75,53,54
1228,2004,1,SE,28,4,Maryland,86,13,UTEP,83,55,56
1229,2004,1,SE,29,6,Vanderbilt,71,11,Western Michigan,58,57,58
1230,2004,1,SE,30,3,North Carolina St.,61,14,Lafayette,52,59,60
1231,2004,1,SE,31,7,DePaul,76,10,Dayton,69,61,62
1232,2004,1,SE,32,2,Connecticut,70,15,Vermont,53,63,64
1265,2005,1,NW,1,1,Illinois,67,16,Fairleigh Dickinson,55,1,2
1266,2005,1,NW,2,8,Texas,57,9,Nevada,61,3,4
1267,2005,1,NW,3,5,Alabama,73,12,Milwaukee,83,5,6
1268,2005,1,NW,4,4,Boston College,85,13,Penn,65,7,8
1269,2005,1,NW,5,6,LSU,68,11,UAB,82,9,10
1270,2005,1,NW,6,3,Arizona,66,14,Utah St.,53,11,12
1271,2005,1,NW,7,7,Southern Illinois,65,10,Saint Mary's,56,13,14
1272,2005,1,NW,8,2,Oklahoma St.,63,15,Southeastern Louisiana,50,15,16
1273,2005,1,SW,9,1,Washington,88,16,Montana,77,17,18
1274,2005,1,SW,10,8,Pacific,79,9,Pittsburgh,71,19,20
1275,2005,1,SW,11,5,Georgia Tech,80,12,George Washington,68,21,22
1276,2005,1,SW,12,4,Louisville,68,13,Lafayette,62,23,24
1277,2005,1,SW,13,6,Texas Tech,78,11,UCLA,66,25,26
1278,2005,1,SW,14,3,Gonzaga,74,14,Winthrop,64,27,28
1279,2005,1,SW,15,7,West Virginia,63,10,Creighton,61,29,30
1280,2005,1,SW,16,2,Wake Forest,70,15,Chattanooga,54,31,32
1281,2005,1,NE,17,1,North Carolina,96,16,Oakland,68,33,34
1282,2005,1,NE,18,8,Minnesota,53,9,Iowa St.,64,35,36
1283,2005,1,NE,19,5,Villanova,55,12,New Mexico,47,37,38
1284,2005,1,NE,20,4,Florida,67,13,Ohio,62,39,40
1285,2005,1,NE,21,6,Wisconsin,57,11,Northern Iowa,52,41,42
1286,2005,1,NE,22,3,Kansas,63,14,Bucknell,64,43,44
1287,2005,1,NE,23,7,Charlotte,63,10,North Carolina St.,75,45,46
1288,2005,1,NE,24,2,Connecticut,77,15,UCF,71,47,48
1289,2005,1,SE,25,1,Duke,57,16,Delaware St.,46,49,50
1290,2005,1,SE,26,8,Stanford,70,9,Mississippi St.,93,51,52
1291,2005,1,SE,27,5,Michigan St.,89,12,Old Dominion,81,53,54
1292,2005,1,SE,28,4,Syracuse,57,13,Vermont,60,55,56
1293,2005,1,SE,29,6,Utah,60,11,UTEP,54,57,58
1294,2005,1,SE,30,3,Oklahoma,84,14,Niagara,67,59,60
1295,2005,1,SE,31,7,Cincinnati,76,10,Iowa,64,61,62
1296,2005,1,SE,32,2,Kentucky,72,15,Eastern Kentucky,64,63,64
1329,2006,1,NW,1,1,Duke,70,16,Southern,54,1,2
1330,2006,1,NW,2,8,George Washington,88,9,UNC Wilmington,85,3,4
1331,2006,1,NW,3,5,Syracuse,58,12,Texas A&M,66,5,6
1332,2006,1,NW,4,4,LSU,80,13,Iona,64,7,8
1333,2006,1,NW,5,6,West Virginia,64,11,Southern Illinois,46,9,10
1334,2006,1,NW,6,3,Iowa,63,14,Northwestern St.,64,11,12
1335,2006,1,NW,7,7,California,52,10,North Carolina St.,58,13,14
1336,2006,1,NW,8,2,Texas,60,15,Penn,52,15,16
1337,2006,1,SW,9,1,Memphis,94,16,Oral Roberts,78,17,18
1338,2006,1,SW,10,8,Arkansas,55,9,Bucknell,59,19,20
1339,2006,1,SW,11,5,Pittsburgh,79,12,Kent St.,64,21,22
1340,2006,1,SW,12,4,Kansas,73,13,Bradley,77,23,24
1341,2006,1,SW,13,6,Indiana,87,11,San Diego St.,83,25,26
1342,2006,1,SW,14,3,Gonzaga,79,14,Xavier,75,27,28
1343,2006,1,SW,15,7,Marquette,85,10,Alabama,90,29,30
1344,2006,1,SW,16,2,UCLA,78,15,Belmont,44,31,32
1345,2006,1,NE,17,1,Connecticut,72,16,Albany,59,33,34
1346,2006,1,NE,18,8,Kentucky,69,9,UAB,64,35,36
1347,2006,1,NE,19,5,Washington,75,12,Utah St.,61,37,38
1348,2006,1,NE,20,4,Illinois,78,13,Air Force,69,39,40
1349,2006,1,NE,21,6,Michigan St.,65,11,George Mason,75,41,42
1350,2006,1,NE,22,3,North Carolina,69,14,Murray St.,65,43,44
1351,2006,1,NE,23,7,Wichita St.,86,10,Seton Hall,66,45,46
1352,2006,1,NE,24,2,Tennessee,63,15,Winthrop,61,47,48
1353,2006,1,SE,25,1,Villanova,58,16,Monmouth,45,49,50
1354,2006,1,SE,26,8,Arizona,94,9,Wisconsin,75,51,52
1355,2006,1,SE,27,5,Nevada,79,12,Montana,87,53,54
1356,2006,1,SE,28,4,Boston College,88,13,Pacific,76,55,56
1357,2006,1,SE,29,6,Oklahoma,74,11,Milwaukee,82,57,58
1358,2006,1,SE,30,3,Florida,76,14,South Alabama,50,59,60
1359,2006,1,SE,31,7,Georgetown,54,10,Northern Iowa,49,61,62
1360,2006,1,SE,32,2,Ohio St.,70,15,Davidson,62,63,64
1393,2007,1,NW,1,1,Florida,112,16,Jackson St.,69,1,2
1394,2007,1,NW,2,8,Arizona,63,9,Purdue,72,3,4
1395,2007,1,NW,3,5,Butler,57,12,Old Dominion,46,5,6
1396,2007,1,NW,4,4,Maryland,82,13,Davidson,70,7,8
1397,2007,1,NW,5,6,Notre Dame,64,11,Winthrop,74,9,10
1398,2007,1,NW,6,3,Oregon,58,14,Miami OH,56,11,12
1399,2007,1,NW,7,7,UNLV,67,10,Georgia Tech,63,13,14
1400,2007,1,NW,8,2,Wisconsin,76,15,Texas A&M Corpus Chris,63,15,16
1401,2007,1,SW,9,1,Kansas,107,16,Niagara,67,17,18
1402,2007,1,SW,10,8,Kentucky,67,9,Villanova,58,19,20
1403,2007,1,SW,11,5,Virginia Tech,54,12,Illinois,52,21,22
1404,2007,1,SW,12,4,Southern Illinois,61,13,Holy Cross,51,23,24
1405,2007,1,SW,13,6,Duke,77,11,VCU,79,25,26
1406,2007,1,SW,14,3,Pittsburgh,79,14,Wright St.,58,27,28
1407,2007,1,SW,15,7,Indiana,70,10,Gonzaga,57,29,30
1408,2007,1,SW,16,2,UCLA,70,15,Weber St.,42,31,32
1409,2007,1,NE,17,1,North Carolina,86,16,Eastern Kentucky,65,33,34
1410,2007,1,NE,18,8,Marquette,49,9,Michigan St.,61,35,36
1411,2007,1,NE,19,5,USC,77,12,Arkansas,60,37,38
1412,2007,1,NE,20,4,Texas,79,13,New Mexico St.,67,39,40
1413,2007,1,NE,21,6,Vanderbilt,77,11,George Washington,44,41,42
1414,2007,1,NE,22,3,Washington St.,70,14,Oral Roberts,54,43,44
1415,2007,1,NE,23,7,Boston College,84,10,Texas Tech,75,45,46
1416,2007,1,NE,24,2,Georgetown,80,15,Belmont,55,47,48
1417,2007,1,SE,25,1,Ohio St.,78,16,Central Connecticut,57,49,50
1418,2007,1,SE,26,8,BYU,77,9,Xavier,79,51,52
1419,2007,1,SE,27,5,Tennessee,121,12,Long Beach St.,86,53,54
1420,2007,1,SE,28,4,Virginia,84,13,Albany,57,55,56
1421,2007,1,SE,29,6,Louisville,78,11,Stanford,58,57,58
1422,2007,1,SE,30,3,Texas A&M,68,14,Penn,52,59,60
1423,2007,1,SE,31,7,Nevada,77,10,Creighton,71,61,62
1424,2007,1,SE,32,2,Memphis,73,15,North Texas,58,63,64
1457,2008,1,NW,1,1,North Carolina,113,16,Mount St. Mary's,74,1,2
1458,2008,1,NW,2,8,Indiana,72,9,Arkansas,86,3,4
1459,2008,1,NW,3,5,Notre Dame,68,12,George Mason,50,5,6
1460,2008,1,NW,4,4,Washington St.,71,13,Winthrop,40,7,8
1461,2008,1,NW,5,6,Oklahoma,72,11,Saint Joseph's,64,9,10
1462,2008,1,NW,6,3,Louisville,79,14,Boise St.,61,11,12
1463,2008,1,NW,7,7,Butler,81,10,South Alabama,61,13,14
1464,2008,1,NW,8,2,Tennessee,72,15,American,57,15,16
1465,2008,1,SW,9,1,Kansas,85,16,Portland St.,61,17,18
1466,2008,1,SW,10,8,UNLV,71,9,Kent St.,58,19,20
1467,2008,1,SW,11,5,Clemson,69,12,Villanova,75,21,22
1468,2008,1,SW,12,4,Vanderbilt,62,13,Siena,83,23,24
1469,2008,1,SW,13,6,USC,67,11,Kansas St.,80,25,26
1470,2008,1,SW,14,3,Wisconsin,71,14,Cal St. Fullerton,56,27,28
1471,2008,1,SW,15,7,Gonzaga,76,10,Davidson,82,29,30
1472,2008,1,SW,16,2,Georgetown,66,15,UMBC,47,31,32
1473,2008,1,NE,17,1,Memphis,87,16,UT Arlington,63,33,34
1474,2008,1,NE,18,8,Mississippi St.,76,9,Oregon,69,35,36
1475,2008,1,NE,19,5,Michigan St.,72,12,Temple,61,37,38
1476,2008,1,NE,20,4,Pittsburgh,82,13,Oral Roberts,63,39,40
1477,2008,1,NE,21,6,Marquette,74,11,Kentucky,66,41,42
1478,2008,1,NE,22,3,Stanford,77,14,Cornell,53,43,44
1479,2008,1,NE,23,7,Miami FL,78,10,Saint Mary's,64,45,46
1480,2008,1,NE,24,2,Texas,74,15,Austin Peay,54,47,48
1481,2008,1,SE,25,1,UCLA,70,16,Mississippi Valley St.,29,49,50
1482,2008,1,SE,26,8,BYU,62,9,Texas A&M,67,51,52
1483,2008,1,SE,27,5,Drake,99,12,Western Kentucky,101,53,54
1484,2008,1,SE,28,4,Connecticut,69,13,San Diego,70,55,56
1485,2008,1,SE,29,6,Purdue,90,11,Baylor,79,57,58
1486,2008,1,SE,30,3,Xavier,73,14,Georgia,61,59,60
1487,2008,1,SE,31,7,West Virginia,75,10,Arizona,65,61,62
1488,2008,1,SE,32,2,Duke,71,15,Belmont,70,63,64
1521,2009,1,NW,1,1,Louisville,74,16,Morehead St.,54,1,2
1522,2009,1,NW,2,8,Ohio St.,72,9,Siena,74,3,4
1523,2009,1,NW,3,5,Utah,71,12,Arizona,84,5,6
1524,2009,1,NW,4,4,Wake Forest,69,13,Cleveland St.,84,7,8
1525,2009,1,NW,5,6,West Virginia,60,11,Dayton,68,9,10
1526,2009,1,NW,6,3,Kansas,84,14,North Dakota St.,74,11,12
1527,2009,1,NW,7,7,Boston College,55,10,USC,72,13,14
1528,2009,1,NW,8,2,Michigan St.,77,15,Robert Morris,62,15,16
1529,2009,1,SW,9,1,Connecticut,103,16,Chattanooga,47,17,18
1530,2009,1,SW,10,8,BYU,66,9,Texas A&M,79,19,20
1531,2009,1,SW,11,5,Purdue,61,12,Northern Iowa,56,21,22
1532,2009,1,SW,12,4,Washington,71,13,Mississippi St.,58,23,24
1533,2009,1,SW,13,6,Marquette,58,11,Utah St.,57,25,26
1534,2009,1,SW,14,3,Missouri,78,14,Cornell,59,27,28
1535,2009,1,SW,15,7,California,71,10,Maryland,84,29,30
1536,2009,1,SW,16,2,Memphis,81,15,Cal St. Northridge,70,31,32
1537,2009,1,NE,17,1,Pittsburgh,72,16,East Tennessee St.,62,33,34
1538,2009,1,NE,18,8,Oklahoma St.,77,9,Tennessee,75,35,36
1539,2009,1,NE,19,5,Florida St.,59,12,Wisconsin,61,37,38
1540,2009,1,NE,20,4,Xavier,77,13,Portland St.,59,39,40
1541,2009,1,NE,21,6,UCLA,65,11,VCU,64,41,42
1542,2009,1,NE,22,3,Villanova,80,14,American,67,43,44
1543,2009,1,NE,23,7,Texas,76,10,Minnesota,62,45,46
1544,2009,1,NE,24,2,Duke,86,15,Binghamton,62,47,48
1545,2009,1,SE,25,1,North Carolina,101,16,Radford,58,49,50
1546,2009,1,SE,26,8,LSU,75,9,Butler,71,51,52
1547,2009,1,SE,27,5,Illinois,72,12,Western Kentucky,76,53,54
1548,2009,1,SE,28,4,Gonzaga,77,13,Akron,64,55,56
1549,2009,1,SE,29,6,Arizona St.,66,11,Temple,57,57,58
1550,2009,1,SE,30,3,Syracuse,59,14,Stephen F. Austin,44,59,60
1551,2009,1,SE,31,7,Clemson,59,10,Michigan,62,61,62
1552,2009,1,SE,32,2,Oklahoma,82,15,Morgan St.,54,63,64
1585,2010,1,NW,1,1,Kansas,90,16,Lehigh,74,1,2
1586,2010,1,NW,2,8,UNLV,66,9,Northern Iowa,69,3,4
1587,2010,1,NW,3,5,Michigan St.,70,12,New Mexico St.,67,5,6
1588,2010,1,NW,4,4,Maryland,89,13,Houston,77,7,8
1589,2010,1,NW,5,6,Tennessee,62,11,San Diego St.,59,9,10
1590,2010,1,NW,6,3,Georgetown,83,14,Ohio,97,11,12
1591,2010,1,NW,7,7,Oklahoma St.,59,10,Georgia Tech,64,13,14
1592,2010,1,NW,8,2,Ohio St.,68,15,UC Santa Barbara,51,15,16
1593,2010,1,SW,9,1,Syracuse,79,16,Vermont,56,17,18
1594,2010,1,SW,10,8,Gonzaga,67,9,Florida St.,60,19,20
1595,2010,1,SW,11,5,Butler,77,12,UTEP,59,21,22
1596,2010,1,SW,12,4,Vanderbilt,65,13,Murray St.,66,23,24
1597,2010,1,SW,13,6,Xavier,65,11,Minnesota,54,25,26
1598,2010,1,SW,14,3,Pittsburgh,89,14,Oakland,66,27,28
1599,2010,1,SW,15,7,BYU,99,10,Florida,92,29,30
1600,2010,1,SW,16,2,Kansas St.,82,15,North Texas,62,31,32
1601,2010,1,NE,17,1,Kentucky,100,16,East Tennessee St.,71,33,34
1602,2010,1,NE,18,8,Texas,80,9,Wake Forest,81,35,36
1603,2010,1,NE,19,5,Temple,65,12,Cornell,78,37,38
1604,2010,1,NE,20,4,Wisconsin,53,13,Wofford,49,39,40
1605,2010,1,NE,21,6,Marquette,78,11,Washington,80,41,42
1606,2010,1,NE,22,3,New Mexico,62,14,Montana,57,43,44
1607,2010,1,NE,23,7,Clemson,78,10,Missouri,86,45,46
1608,2010,1,NE,24,2,West Virginia,77,15,Morgan St.,50,47,48
1609,2010,1,SE,25,1,Duke,73,16,Arkansas Pine Bluff,44,49,50
1610,2010,1,SE,26,8,California,77,9,Louisville,62,51,52
1611,2010,1,SE,27,5,Texas A&M,69,12,Utah St.,53,53,54
1612,2010,1,SE,28,4,Purdue,72,13,Siena,64,55,56
1613,2010,1,SE,29,6,Notre Dame,50,11,Old Dominion,51,57,58
1614,2010,1,SE,30,3,Baylor,68,14,Sam Houston St.,59,59,60
1615,2010,1,SE,31,7,Richmond,71,10,Saint Mary's,80,61,62
1616,2010,1,SE,32,2,Villanova,73,15,Robert Morris,70,63,64
1652,2011,1,NW,1,1,Ohio St.,75,16,UTSA,46,1,2
1653,2011,1,NW,2,8,George Mason,61,9,Villanova,57,3,4
1654,2011,1,NW,3,5,West Virginia,84,12,Clemson,76,5,6
1655,2011,1,NW,4,4,Kentucky,59,13,Princeton,57,7,8
1656,2011,1,NW,5,6,Xavier,55,11,Marquette,66,9,10
1657,2011,1,NW,6,3,Syracuse,77,14,Indiana St.,60,11,12
1658,2011,1,NW,7,7,Washington,68,10,Georgia,65,13,14
1659,2011,1,NW,8,2,North Carolina,102,15,LIU,87,15,16
1660,2011,1,SW,9,1,Duke,87,16,Hampton,45,17,18
1661,2011,1,SW,10,8,Michigan,75,9,Tennessee,45,19,20
1662,2011,1,SW,11,5,Arizona,77,12,Memphis,75,21,22
1663,2011,1,SW,12,4,Texas,85,13,Oakland,81,23,24
1664,2011,1,SW,13,6,Cincinnati,78,11,Missouri,63,25,26
1665,2011,1,SW,14,3,Connecticut,81,14,Bucknell,52,27,28
1666,2011,1,SW,15,7,Temple,66,10,Penn St.,64,29,30
1667,2011,1,SW,16,2,San Diego St.,68,15,Northern Colorado,50,31,32
1668,2011,1,NE,17,1,Kansas,72,16,Boston University,53,33,34
1669,2011,1,NE,18,8,UNLV,62,9,Illinois,73,35,36
1670,2011,1,NE,19,5,Vanderbilt,66,12,Richmond,69,37,38
1671,2011,1,NE,20,4,Louisville,61,13,Morehead St.,62,39,40
1672,2011,1,NE,21,6,Georgetown,56,11,VCU,74,41,42
1673,2011,1,NE,22,3,Purdue,65,14,Saint Peter's,43,43,44
1674,2011,1,NE,23,7,Texas A&M,50,10,Florida St.,57,45,46
1675,2011,1,NE,24,2,Notre Dame,69,15,Akron,56,47,48
1676,2011,1,SE,25,1,Pittsburgh,74,16,UNC Asheville,51,49,50
1677,2011,1,SE,26,8,Butler,60,9,Old Dominion,58,51,52
1678,2011,1,SE,27,5,Kansas St.,73,12,Utah St.,68,53,54
1679,2011,1,SE,28,4,Wisconsin,72,13,Belmont,58,55,56
1680,2011,1,SE,29,6,St. John's,71,11,Gonzaga,86,57,58
1681,2011,1,SE,30,3,BYU,74,14,Wofford,66,59,60
1682,2011,1,SE,31,7,UCLA,78,10,Michigan St.,76,61,62
1683,2011,1,SE,32,2,Florida,79,15,UC Santa Barbara,51,63,64
1719,2012,1,NW,1,1,Kentucky,81,16,Western Kentucky,66,1,2
1720,2012,1,NW,2,8,Iowa St.,77,9,Connecticut,64,3,4
1721,2012,1,NW,3,5,Wichita St.,59,12,VCU,62,5,6
1722,2012,1,NW,4,4,Indiana,79,13,New Mexico St.,66,7,8
1723,2012,1,NW,5,6,UNLV,64,11,Colorado,68,9,10
1724,2012,1,NW,6,3,Baylor,68,14,South Dakota St.,60,11,12
1725,2012,1,NW,7,7,Notre Dame,63,10,Xavier,67,13,14
1726,2012,1,NW,8,2,Duke,70,15,Lehigh,75,15,16
1727,2012,1,SW,9,1,Michigan St.,89,16,LIU,67,17,18
1728,2012,1,SW,10,8,Memphis,54,9,Saint Louis,61,19,20
1729,2012,1,SW,11,5,New Mexico,75,12,Long Beach St.,68,21,22
1730,2012,1,SW,12,4,Louisville,69,13,Davidson,62,23,24
1731,2012,1,SW,13,6,Murray St.,58,11,Colorado St.,41,25,26
1732,2012,1,SW,14,3,Marquette,88,14,BYU,68,27,28
1733,2012,1,SW,15,7,Florida,71,10,Virginia,45,29,30
1734,2012,1,SW,16,2,Missouri,84,15,Norfolk St.,86,31,32
1735,2012,1,NE,17,1,Syracuse,72,16,UNC Asheville,65,33,34
1736,2012,1,NE,18,8,Kansas St.,70,9,Southern Miss,64,35,36
1737,2012,1,NE,19,5,Vanderbilt,79,12,Harvard,70,37,38
1738,2012,1,NE,20,4,Wisconsin,73,13,Montana,49,39,40
1739,2012,1,NE,21,6,Cincinnati,65,11,Texas,59,41,42
1740,2012,1,NE,22,3,Florida St.,66,14,St. Bonaventure,63,43,44
1741,2012,1,NE,23,7,Gonzaga,77,10,West Virginia,54,45,46
1742,2012,1,NE,24,2,Ohio St.,78,15,Loyola MD,59,47,48
1743,2012,1,SE,25,1,North Carolina,77,16,Vermont,58,49,50
1744,2012,1,SE,26,8,Creighton,58,9,Alabama,57,51,52
1745,2012,1,SE,27,5,Temple,44,12,South Florida,58,53,54
1746,2012,1,SE,28,4,Michigan,60,13,Ohio,65,55,56
1747,2012,1,SE,29,6,San Diego St.,65,11,North Carolina St.,79,57,58
1748,2012,1,SE,30,3,Georgetown,74,14,Belmont,59,59,60
1749,2012,1,SE,31,7,Saint Mary's,69,10,Purdue,72,61,62
1750,2012,1,SE,32,2,Kansas,65,15,Detroit Mercy,50,63,64
1786,2013,1,NW,1,1,Louisville,79,16,North Carolina A&T,48,1,2
1787,2013,1,NW,2,8,Colorado St.,84,9,Missouri,72,3,4
1788,2013,1,NW,3,5,Oklahoma St.,55,12,Oregon,68,5,6
1789,2013,1,NW,4,4,Saint Louis,64,13,New Mexico St.,44,7,8
1790,2013,1,NW,5,6,Memphis,54,11,Saint Mary's,52,9,10
1791,2013,1,NW,6,3,Michigan St.,65,14,Valparaiso,54,11,12
1792,2013,1,NW,7,7,Creighton,67,10,Cincinnati,63,13,14
1793,2013,1,NW,8,2,Duke,73,15,Albany,61,15,16
1794,2013,1,SW,9,1,Gonzaga,64,16,Southern,58,17,18
1795,2013,1,SW,10,8,Pittsburgh,55,9,Wichita St.,73,19,20
1796,2013,1,SW,11,5,Wisconsin,46,12,Mississippi,57,21,22
1797,2013,1,SW,12,4,Kansas St.,61,13,La Salle,63,23,24
1798,2013,1,SW,13,6,Arizona,81,11,Belmont,64,25,26
1799,2013,1,SW,14,3,New Mexico,62,14,Harvard,68,27,28
1800,2013,1,SW,15,7,Notre Dame,58,10,Iowa St.,76,29,30
1801,2013,1,SW,16,2,Ohio St.,95,15,Iona,70,31,32
1802,2013,1,NE,17,1,Kansas,64,16,Western Kentucky,57,33,34
1803,2013,1,NE,18,8,North Carolina,78,9,Villanova,71,35,36
1804,2013,1,NE,19,5,VCU,88,12,Akron,42,37,38
1805,2013,1,NE,20,4,Michigan,71,13,South Dakota St.,56,39,40
1806,2013,1,NE,21,6,UCLA,63,11,Minnesota,83,41,42
1807,2013,1,NE,22,3,Florida,79,14,Northwestern St.,47,43,44
1808,2013,1,NE,23,7,San Diego St.,70,10,Oklahoma,55,45,46
1809,2013,1,NE,24,2,Georgetown,68,15,Florida Gulf Coast,78,47,48
1810,2013,1,SE,25,1,Indiana,83,16,James Madison,62,49,50
1811,2013,1,SE,26,8,North Carolina St.,72,9,Temple,76,51,52
1812,2013,1,SE,27,5,UNLV,61,12,California,64,53,54
1813,2013,1,SE,28,4,Syracuse,81,13,Montana,34,55,56
1814,2013,1,SE,29,6,Butler,68,11,Bucknell,56,57,58
1815,2013,1,SE,30,3,Marquette,59,14,Davidson,58,59,60
1816,2013,1,SE,31,7,Illinois,57,10,Colorado,49,61,62
1817,2013,1,SE,32,2,Miami FL,78,15,Pacific,49,63,64
1853,2014,1,NW,1,1,Florida,67,16,Albany,55,1,2
1854,2014,1,NW,2,8,Colorado,48,9,Pittsburgh,77,3,4
1855,2014,1,NW,3,5,VCU,75,12,Stephen F. Austin,77,5,6
1856,2014,1,NW,4,4,UCLA,76,13,Tulsa,59,7,8
1857,2014,1,NW,5,6,Ohio St.,59,11,Dayton,60,9,10
1858,2014,1,NW,6,3,Syracuse,77,14,Western Michigan,53,11,12
1859,2014,1,NW,7,7,New Mexico,53,10,Stanford,58,13,14
1860,2014,1,NW,8,2,Kansas,80,15,Eastern Kentucky,69,15,16
1861,2014,1,SW,9,1,Virginia,70,16,Coastal Carolina,59,17,18
1862,2014,1,SW,10,8,Memphis,71,9,George Washington,66,19,20
1863,2014,1,SW,11,5,Cincinnati,57,12,Harvard,61,21,22
1864,2014,1,SW,12,4,Michigan St.,93,13,Delaware,78,23,24
1865,2014,1,SW,13,6,North Carolina,79,11,Providence,77,25,26
1866,2014,1,SW,14,3,Iowa St.,93,14,North Carolina Central,75,27,28
1867,2014,1,SW,15,7,Connecticut,89,10,Saint Joseph's,81,29,30
1868,2014,1,SW,16,2,Villanova,73,15,Milwaukee,53,31,32
1869,2014,1,NE,17,1,Arizona,68,16,Weber St.,59,33,34
1870,2014,1,NE,18,8,Gonzaga,85,9,Oklahoma St.,77,35,36
1871,2014,1,NE,19,5,Oklahoma,75,12,North Dakota St.,80,37,38
1872,2014,1,NE,20,4,San Diego St.,73,13,New Mexico St.,69,39,40
1873,2014,1,NE,21,6,Baylor,74,11,Nebraska,60,41,42
1874,2014,1,NE,22,3,Creighton,76,14,Lafayette,66,43,44
1875,2014,1,NE,23,7,Oregon,87,10,BYU,68,45,46
1876,2014,1,NE,24,2,Wisconsin,75,15,American,35,47,48
1877,2014,1,SE,25,1,Wichita St.,64,16,Cal Poly,37,49,50
1878,2014,1,SE,26,8,Kentucky,56,9,Kansas St.,49,51,52
1879,2014,1,SE,27,5,Saint Louis,83,12,North Carolina St.,80,53,54
1880,2014,1,SE,28,4,Louisville,71,13,Manhattan,64,55,56
1881,2014,1,SE,29,6,Massachusetts,67,11,Tennessee,86,57,58
1882,2014,1,SE,30,3,Duke,71,14,Mercer,78,59,60
1883,2014,1,SE,31,7,Texas,87,10,Arizona St.,85,61,62
1884,2014,1,SE,32,2,Michigan,57,15,Wofford,40,63,64
1920,2015,1,NW,1,1,Kentucky,79,16,Hampton,56,1,2
1921,2015,1,NW,2,8,Cincinnati,66,9,Purdue,65,3,4
1922,2015,1,NW,3,5,West Virginia,68,12,Buffalo,62,5,6
1923,2015,1,NW,4,4,Maryland,65,13,Valparaiso,62,7,8
1924,2015,1,NW,5,6,Butler,56,11,Texas,48,9,10
1925,2015,1,NW,6,3,Notre Dame,69,14,Northeastern,65,11,12
1926,2015,1,NW,7,7,Wichita St.,81,10,Indiana,76,13,14
1927,2015,1,NW,8,2,Kansas,75,15,New Mexico St.,56,15,16
1928,2015,1,SW,9,1,Wisconsin,86,16,Coastal Carolina,72,17,18
1929,2015,1,SW,10,8,Oregon,79,9,Oklahoma St.,73,19,20
1930,2015,1,SW,11,5,Arkansas,56,12,Wofford,53,21,22
1931,2015,1,SW,12,4,North Carolina,67,13,Harvard,65,23,24
1932,2015,1,SW,13,6,Xavier,76,11,Mississippi,57,25,26
1933,2015,1,SW,14,3,Baylor,56,14,Georgia St.,57,27,28
1934,2015,1,SW,15,7,VCU,72,10,Ohio St.,75,29,30
1935,2015,1,SW,16,2,Arizona,93,15,Texas Southern,72,31,32
1936,2015,1,NE,17,1,Villanova,93,16,Lafayette,52,33,34
1937,2015,1,NE,18,8,North Carolina St.,66,9,LSU,65,35,36
1938,2015,1,NE,19,5,Northern Iowa,71,12,Wyoming,54,37,38
1939,2015,1,NE,20,4,Louisville,57,13,UC Irvine,55,39,40
1940,2015,1,NE,21,6,Providence,53,11,Dayton,66,41,42
1941,2015,1,NE,22,3,Oklahoma,69,14,Albany,60,43,44
1942,2015,1,NE,23,7,Michigan St.,70,10,Georgia,63,45,46
1943,2015,1,NE,24,2,Virginia,79,15,Belmont,67,47,48
1944,2015,1,SE,25,1,Duke,85,16,Robert Morris,56,49,50
1945,2015,1,SE,26,8,San Diego St.,76,9,St. John's,64,51,52
1946,2015,1,SE,27,5,Utah,57,12,Stephen F. Austin,50,53,54
1947,2015,1,SE,28,4,Georgetown,84,13,Eastern Washington,74,55,56
