Year,Team,BPI(O),BPI(D),Conf
2010,Coppin State Eagles,-8.9,-2.3,MEAC
2010,Sacramento State Hornets,-6.3,-5.1,Big Sky
2010,UT Martin Skyhawks,-4.6,-7.0,OVC
2010,Maryland-Eastern Shore Hawks,-7.3,-4.5,MEAC
2010,Florida A&M Rattlers,-4.8,-7.1,MEAC
2010,UT Rio Grande Valley Vaqueros,-7.4,-4.8,WAC
2010,Mississippi Valley State Delta Devils,-5.6,-6.7,SWAC
2010,Wagner Seahawks,-8.1,-4.2,NEC
2010,UMBC Retrievers,-4.8,-7.5,Am. East
2010,Toledo Rockets,-13.1,0.7,MAC
2010,Presbyterian Blue Hose,-9.6,-3.0,Big South
2010,Houston Christian Huskies,-0.7,-11.9,Southland
2010,Alabama A&M Bulldogs,-7.6,-5.1,SWAC
2010,NJIT Highlanders,-11.5,-1.7,Am. East
2010,Marist Red Foxes,-11.0,-2.4,MAAC
2010,North Carolina Central Eagles,-9.2,-4.3,Indep.
2010,Dartmouth Big Green,-13.7,0.1,Ivy
2010,Stetson Hatters,-8.9,-4.7,ASUN
2010,SIU Edwardsville Cougars,-7.5,-6.7,Indep.
2010,Howard Bison,-10.1,-4.1,MEAC
2010,Chicago State Cougars,-8.2,-6.6,Indep.
2010,Grambling Tigers,-7.3,-7.7,SWAC
2010,North Dakota Fighting Hawks,-8.2,-6.9,Summit
2010,Southern Jaguars,-9.5,-7.6,SWAC
2010,Bryant Bulldogs,-15.3,-2.9,NEC
2010,Alcorn State Braves,-7.3,-13.6,SWAC
2011,Ohio State Buckeyes,11.4,10.4,Big Ten
2011,Kansas Jayhawks,13.3,6.5,Big 12
2011,Duke Blue Devils,13.7,5.3,ACC
2011,Pittsburgh Panthers,8.8,9.4,Big East
2011,Kentucky Wildcats,8.7,7.8,SEC
2011,Purdue Boilermakers,7.1,9.1,Big Ten
2011,Texas Longhorns,8.0,8.1,Big 12
2011,Wisconsin Badgers,3.7,12.2,Big Ten
2011,San Diego State Aztecs,6.6,9.0,Mountain West
2011,North Carolina Tar Heels,11.2,4.2,ACC
2011,Florida Gators,8.6,6.5,SEC
2011,Syracuse Orange,7.2,7.3,Big East
2011,BYU Cougars,13.2,0.8,Mountain West
2011,Notre Dame Fighting Irish,9.8,4.2,Big East
2011,Louisville Cardinals,8.0,5.9,Big East
2011,Belmont Bruins,9.1,4.4,ASUN
2011,Washington Huskies,13.7,-0.2,Pac-12
2011,West Virginia Mountaineers,4.5,8.4,Big East
2011,Arizona Wildcats,9.7,3.0,Pac-12
2011,Vanderbilt Commodores,9.1,3.5,SEC
2011,Illinois Fighting Illini,6.4,6.1,Big Ten
2011,Villanova Wildcats,7.1,5.2,Big East
2011,UNLV Rebels,5.9,6.4,Mountain West
2011,Maryland Terrapins,8.2,3.6,ACC
2011,UConn Huskies,6.8,5.0,Big East
2011,Georgetown Hoyas,5.8,5.9,Big East
2011,Missouri Tigers,11.1,0.4,Big 12
2011,Utah State Aggies,2.9,8.5,WAC
2011,George Mason Patriots,5.5,5.6,CAA
2011,Marquette Golden Eagles,8.1,3.0,Big East
2011,Cincinnati Bearcats,2.1,8.8,Big East
2011,Kansas State Wildcats,5.8,5.1,Big 12
2011,Temple Owls,4.1,6.6,A-10
2011,Clemson Tigers,2.3,8.4,ACC
2011,Florida State Seminoles,2.3,8.3,ACC
2011,Xavier Musketeers,5.2,5.3,A-10
2011,Wichita State Shockers,5.5,4.9,MVC
2011,Saint Mary's Gaels,8.0,2.3,WCC
2011,Gonzaga Bulldogs,7.9,2.4,WCC
2011,Richmond Spiders,2.8,7.4,A-10
2011,Butler Bulldogs,5.0,5.2,Horizon
2011,Virginia Tech Hokies,3.5,6.4,ACC
2011,Texas A&M Aggies,1.1,8.7,Big 12
2011,Michigan State Spartans,4.6,5.0,Big Ten
2011,Alabama Crimson Tide,-0.1,9.8,SEC
2011,Old Dominion Monarchs,-0.5,10.0,CAA
2011,Georgia Bulldogs,3.5,5.8,SEC
2011,Duquesne Dukes,8.3,0.9,A-10
2011,Michigan Wolverines,1.4,7.7,Big Ten
2011,Tennessee Volunteers,4.4,4.7,SEC
2011,Northwestern Wildcats,6.5,2.4,Big Ten
2011,Washington State Cougars,5.6,3.0,Pac-12
2011,St. John's Red Storm,4.0,4.7,Big East
2011,New Mexico Lobos,4.8,3.8,Mountain West
2011,VCU Rams,6.6,1.6,CAA
2011,Miami Hurricanes,5.4,2.7,ACC
2011,Minnesota Golden Gophers,3.7,4.3,Big Ten
2011,USC Trojans,-0.6,8.4,Pac-12
2011,Ole Miss Rebels,7.1,0.7,SEC
2011,Seton Hall Pirates,2.4,5.4,Big East
2011,Missouri State Bears,3.6,4.1,MVC
2011,Penn State Nittany Lions,-0.4,7.9,Big Ten
2011,Baylor Bears,2.6,4.9,Big 12
2011,UAB Blazers,1.3,6.2,CUSA
2011,Charleston Cougars,7.5,-0.1,Southern
2011,Nebraska Cornhuskers,-1.6,9.0,Big 12
2011,Iona Gaels,9.1,-1.7,MAAC
2011,Southern Miss Golden Eagles,4.8,2.5,CUSA
2011,Oakland Golden Grizzlies,13.4,-6.1,Summit
2011,Cleveland State Vikings,2.1,4.5,Horizon
2011,Colorado Buffaloes,9.5,-3.1,Big 12
2011,Boston College Eagles,6.4,-0.1,ACC
2011,Oklahoma State Cowboys,2.0,4.2,Big 12
2011,UCLA Bruins,3.3,2.7,Pac-12
2011,Coastal Carolina Chanticleers,4.2,1.6,Sun Belt
2011,Memphis Tigers,4.5,1.3,CUSA
2011,UCF Knights,1.2,4.6,CUSA
2011,Indiana Hoosiers,3.8,2.0,Big Ten
2011,Colorado State Rams,4.1,1.5,Mountain West
2011,Georgia Tech Yellow Jackets,1.9,3.6,ACC
2011,Marshall Thundering Herd,4.0,1.5,CUSA
2011,Wofford Terriers,4.7,0.6,Southern
2011,Arkansas Razorbacks,3.1,2.2,SEC
2011,NC State Wolfpack,4.3,1.0,ACC
2011,Iowa State Cyclones,5.2,0.0,Big 12
2011,Morehead State Eagles,-0.1,5.1,OVC
2011,Austin Peay Governors,4.2,0.8,ASUN
2011,UTEP Miners,2.0,3.0,CUSA
2011,Harvard Crimson,2.2,2.7,Ivy
2011,Fairfield Stags,-2.6,7.5,MAAC
2011,Iowa Hawkeyes,2.3,2.5,Big Ten
2011,California Golden Bears,5.8,-1.0,Pac-12
2011,East Tennessee State Buccaneers,0.6,4.0,ASUN
2011,Princeton Tigers,0.1,4.6,Ivy
2011,Rutgers Scarlet Knights,0.7,3.9,Big East
2011,Northern Iowa Panthers,-3.1,7.6,MVC
2011,Virginia Cavaliers,-3.8,8.3,ACC
2011,Drexel Dragons,-4.3,8.7,CAA
2011,Dayton Flyers,0.6,3.8,A-10
2011,Valparaiso Beacons,3.9,0.5,Horizon
2011,Stanford Cardinal,-0.1,4.3,Pac-12
2011,Providence Friars,8.0,-3.9,Big East
2011,Murray State Racers,-0.5,4.5,MVC
2011,Rider Broncs,5.5,-1.6,MAAC
2011,South Carolina Gamecocks,1.8,2.0,SEC
2011,Tulsa Golden Hurricane,3.1,0.6,CUSA
2011,Rhode Island Rams,1.4,2.3,A-10
2011,Vermont Catamounts,0.1,3.5,Am. East
2011,Indiana State Sycamores,0.1,3.4,MVC
2011,Boise State Broncos,4.1,-0.6,WAC
2011,Bucknell Bison,-0.2,3.5,Patriot
2011,Creighton Bluejays,1.6,1.7,MVC
2011,James Madison Dukes,3.5,-0.4,CAA
2011,Long Island University Sharks,9.8,-6.7,NEC
2011,Kent State Golden Flashes,2.2,0.9,MAC
2011,Akron Zips,1.2,1.9,MAC
2011,Oregon Ducks,2.7,0.2,Pac-12
2011,Buffalo Bulls,0.2,2.6,MAC
2011,Pacific Tigers,-2.5,5.1,Big West
2011,Northern Arizona Lumberjacks,1.4,1.1,Big Sky
2011,Stephen F. Austin Lumberjacks,-6.1,8.5,WAC
2011,Montana Grizzlies,-3.4,5.8,Big Sky
2011,Davidson Wildcats,2.4,-0.1,Southern
2011,Texas Tech Red Raiders,5.9,-3.7,Big 12
2011,South Dakota State Jackrabbits,8.1,-6.0,Summit
2011,Portland Pilots,1.6,0.4,WCC
2011,Arkansas State Red Wolves,-0.7,2.7,Sun Belt
2011,Mississippi State Bulldogs,2.4,-0.4,SEC
2011,Saint Louis Billikens,-5.0,6.9,A-10
2011,Northern Colorado Bears,1.9,-0.1,Big Sky
2011,Lipscomb Bisons,5.8,-4.1,ASUN
2011,Loyola Chicago Ramblers,0.8,1.0,Horizon
2011,Detroit Mercy Titans,5.0,-3.4,Horizon
2011,Saint Peter's Peacocks,-6.0,7.6,MAAC
2011,Furman Paladins,-1.1,2.7,Southern
2011,Arizona State Sun Devils,-2.3,3.9,Pac-12
2011,Wright State Raiders,-4.1,5.6,Horizon
2011,Long Beach State Beach,3.7,-2.4,Big West
2011,Oral Roberts Golden Eagles,4.1,-2.7,Summit
2011,South Florida Bulls,-3.7,5.0,Big East
2011,Milwaukee Panthers,1.8,-0.5,Horizon
2011,UNC Asheville Bulldogs,2.6,-1.7,Big South
2011,IUPUI Jaguars,1.9,-1.0,Summit
2011,UC Santa Barbara Gauchos,-1.3,2.3,Big West
2011,St. Bonaventure Bonnies,1.3,-0.5,A-10
2011,Santa Clara Broncos,3.1,-2.3,WCC
2011,Ohio Bobcats,5.3,-4.6,MAC
2011,Hofstra Pride,2.9,-2.2,CAA
2011,North Texas Mean Green,5.1,-4.4,Sun Belt
2011,East Carolina Pirates,0.6,0.0,CUSA
2011,Weber State Wildcats,0.3,0.1,Big Sky
2011,Jacksonville Dolphins,-1.0,1.4,ASUN
2011,Evansville Purple Aces,-0.9,1.3,MVC
2011,Ball State Cardinals,-1.9,2.3,MAC
2011,Robert Morris Colonials,-2.2,2.6,NEC
2011,Massachusetts Minutemen,-1.0,1.3,A-10
2011,Western Michigan Broncos,1.8,-1.6,MAC
2011,Oklahoma Sooners,-1.0,1.1,Big 12
2011,Boston University Terriers,-1.6,1.7,Am. East
2011,Utah Utes,0.1,-0.0,Mountain West
2011,Rice Owls,-1.0,1.0,CUSA
2011,Tulane Green Wave,-1.3,1.3,CUSA
2011,La Salle Explorers,7.6,-7.7,A-10
2011,North Dakota State Bison,2.9,-2.9,Summit
2011,George Washington Revolutionaries,-3.2,3.1,A-10
2011,Charleston Southern Buccaneers,2.0,-2.1,Big South
2011,Purdue Fort Wayne Mastodons,1.6,-1.8,Summit
2011,Quinnipiac Bobcats,1.5,-1.7,NEC
2011,Lamar Cardinals,7.6,-7.8,Southland
2011,Tennessee Tech Golden Eagles,2.9,-3.1,OVC
2011,Green Bay Phoenix,-0.6,0.2,Horizon
2011,Eastern Kentucky Colonels,-2.7,2.3,ASUN
2011,Central Connecticut Blue Devils,-0.8,0.4,NEC
2011,Canisius Golden Griffins,-1.2,0.7,MAAC
2011,Middle Tennessee Blue Raiders,-1.6,1.1,Sun Belt
2011,Maine Black Bears,0.3,-0.8,Am. East
2011,Idaho Vandals,-1.2,0.6,WAC
2011,Hawai'i Rainbow Warriors,-0.9,0.2,WAC
2011,Western Carolina Catamounts,-0.2,-0.5,Southern
2011,New Mexico State Aggies,2.0,-2.7,WAC
2011,Loyola Maryland Greyhounds,-0.2,-0.6,MAAC
2011,American University Eagles,-4.0,3.2,Patriot
2011,Nicholls Colonels,-5.8,4.9,Southland
2011,Fresno State Bulldogs,-2.1,1.1,WAC
2011,VMI Keydets,12.0,-13.0,Southern
2011,Oregon State Beavers,0.9,-2.0,Pac-12
2011,SMU Mustangs,-5.7,4.6,CUSA
2011,Bradley Braves,-1.2,0.1,MVC
2011,San Francisco Dons,0.0,-1.3,WCC
2011,Sam Houston Bearkats,-1.6,0.4,CUSA
2011,San José State Spartans,3.0,-4.3,WAC
2011,Pennsylvania Quakers,-1.4,0.1,Ivy
2011,Western Kentucky Hilltoppers,0.7,-2.1,Sun Belt
2011,McNeese Cowboys,2.4,-3.8,Southland
2011,Cal Poly Mustangs,-9.5,8.1,Big West
2011,Florida Atlantic Owls,-1.2,-0.2,Sun Belt
2011,TCU Horned Frogs,0.0,-1.6,Mountain West
2011,Miami (OH) RedHawks,-1.0,-0.6,MAC
2011,Siena Saints,0.3,-2.0,MAAC
2011,Air Force Falcons,-4.2,2.5,Mountain West
2011,Yale Bulldogs,-1.8,0.0,Ivy
2011,Northeastern Huskies,0.4,-2.2,CAA
2011,Nevada Wolf Pack,0.6,-2.5,WAC
2011,Charlotte 49ers,0.4,-2.3,A-10
2011,Tennessee State Tigers,-0.7,-1.4,OVC
2011,Lehigh Mountain Hawks,3.1,-5.2,Patriot
2011,UC Davis Aggies,2.2,-4.4,Big West
2011,Little Rock Trojans,-1.6,-0.6,Sun Belt
2011,LSU Tigers,-5.0,2.7,SEC
2011,Winthrop Eagles,-4.4,2.1,Big South
2011,Saint Joseph's Hawks,-1.8,-0.6,A-10
2011,Cornell Big Red,0.1,-2.5,Ivy
2011,Liberty Flames,-3.6,1.2,CUSA
2011,Southern Illinois Salukis,-5.2,2.8,MVC
2011,William & Mary Tribe,-2.5,0.0,CAA
2011,Delaware Blue Hens,-3.7,1.2,CAA
2011,Houston Cougars,-0.3,-2.3,CUSA
2011,Mercer Bears,-1.3,-1.3,ASUN
2011,Drake Bulldogs,-2.2,-0.4,MVC
2011,Utah Valley Wolverines,0.1,-2.9,WAC
2011,Appalachian State Mountaineers,1.8,-4.6,Southern
2011,St. Francis Brooklyn Terriers,-2.8,0.1,NEC
2011,Illinois State Redbirds,-5.9,3.1,MVC
2011,UC Irvine Anteaters,4.2,-7.0,Big West
2011,SE Louisiana Lions,-1.0,-1.9,Southland
2011,Hampton Pirates,-4.8,2.0,MEAC
2011,Cal State Northridge Matadors,-0.1,-2.9,Big West
2011,UNC Wilmington Seahawks,-4.1,1.1,CAA
2011,Auburn Tigers,-4.5,1.4,SEC
2011,Georgia State Panthers,-6.4,3.2,CAA
2011,North Florida Ospreys,-2.0,-1.2,ASUN
2011,Loyola Marymount Lions,0.6,-3.9,WCC
2011,Louisiana Ragin' Cajuns,-0.1,-3.3,Sun Belt
2011,Savannah State Tigers,-8.7,5.3,Indep.
2011,UT Arlington Mavericks,-2.4,-1.3,WAC
2011,Stony Brook Seawolves,-7.9,4.2,Am. East
2011,Columbia Lions,-0.4,-3.2,Ivy
2011,Holy Cross Crusaders,-1.8,-2.0,Patriot
2011,Morgan State Bears,-4.2,0.2,MEAC
2011,Denver Pioneers,-9.6,5.6,Sun Belt
2011,Chattanooga Mocs,-0.0,-4.0,Southern
2011,Elon Phoenix,1.5,-5.5,Southern
2011,UAlbany Great Danes,-5.0,0.7,Am. East
2011,Presbyterian Blue Hose,-6.2,1.8,Big South
2011,Louisiana Tech Bulldogs,-4.5,0.2,WAC
2011,Wagner Seahawks,-1.3,-3.0,NEC
2011,Campbell Fighting Camels,-4.5,0.0,ASUN
2011,Pepperdine Waves,0.5,-5.1,WCC
2011,Bowling Green Falcons,-5.0,0.4,MAC
2011,Jackson State Tigers,-5.7,1.1,SWAC
2011,Brown Bears,1.6,-6.3,Ivy
2011,UTSA Roadrunners,-1.9,-2.9,American
2011,UIC Flames,-4.4,-0.4,Horizon
2011,DePaul Blue Demons,1.7,-6.5,Big East
2011,Texas State Bobcats,3.6,-8.5,Sun Belt
2011,Wake Forest Demon Deacons,0.5,-5.3,ACC
2011,Montana State Bobcats,-2.7,-2.3,Big Sky
2011,Lafayette Leopards,-0.4,-4.7,Patriot
2011,Portland State Vikings,1.7,-6.8,Big Sky
2011,Wyoming Cowboys,-4.0,-1.6,Mountain West
2011,South Alabama Jaguars,-0.8,-4.8,Sun Belt
2011,Youngstown State Penguins,-0.4,-5.4,Horizon
2011,Gardner-Webb Runnin' Bulldogs,-6.9,1.2,Big South
2011,Eastern Washington Eagles,-3.4,-2.4,Big Sky
2011,South Dakota Coyotes,3.8,-9.6,Summit
2011,Texas Southern Tigers,-6.0,0.1,SWAC
2011,New Hampshire Wildcats,-10.2,4.3,Am. East
2011,Cal State Fullerton Titans,1.5,-7.4,Big West
2011,Bethune-Cookman Wildcats,-5.0,-1.0,MEAC
2011,UC Riverside Highlanders,-4.2,-1.8,Big West
2011,Coppin State Eagles,-0.8,-5.3,MEAC
2011,Delaware State Hornets,-7.3,1.0,MEAC
2011,Florida International Panthers,1.2,-7.4,Sun Belt
2011,Troy Trojans,1.5,-7.9,Sun Belt
2011,Mount St. Mary's Mountaineers,-7.3,1.0,NEC
2011,Northwestern State Demons,2.4,-8.9,Southland
2011,Seattle U Redhawks,-0.7,-5.8,Indep.
2011,Northern Illinois Huskies,-1.2,-5.3,MAC
2011,Eastern Illinois Panthers,-8.3,1.7,OVC
2011,Jacksonville State Gamecocks,-7.9,1.2,CUSA
2011,Towson Tigers,1.1,-7.8,CAA
2011,Hartford Hawks,-7.6,0.9,Am. East
2011,Kansas City Roos,-2.2,-4.6,Summit
2011,Army Black Knights,-3.0,-3.8,Patriot
2011,Central Michigan Chippewas,-9.3,2.5,MAC
2011,Sacred Heart Pioneers,-3.3,-3.6,NEC
2011,The Citadel Bulldogs,-5.5,-1.6,Southern
2011,Southeast Missouri State Redhawks,-2.6,-4.5,OVC
2011,Eastern Michigan Eagles,-7.6,0.4,MAC
2011,North Carolina A&T Aggies,-0.2,-7.0,MEAC
2011,Fordham Rams,-3.5,-3.9,A-10
2011,Florida Gulf Coast Eagles,-3.4,-4.2,ASUN
2011,North Carolina Central Eagles,-3.5,-4.3,Indep.
2011,Norfolk State Spartans,-0.9,-6.9,MEAC
2011,Navy Midshipmen,-3.4,-4.4,Patriot
2011,Monmouth Hawks,-8.3,0.3,NEC
2011,NJIT Highlanders,-6.5,-1.6,Am. East
2011,UT Martin Skyhawks,-1.6,-6.5,OVC
2011,UNC Greensboro Spartans,1.0,-9.1,Southern
2011,Niagara Purple Eagles,-5.6,-2.7,MAAC
2011,High Point Panthers,-3.6,-4.8,Big South
2011,Stetson Hatters,-4.2,-4.2,ASUN
2011,North Dakota Fighting Hawks,-5.1,-3.3,Summit
2011,Mississippi Valley State Delta Devils,-1.7,-6.8,SWAC
2011,Southern Utah Thunderbirds,-4.1,-4.5,Summit
2011,San Diego Toreros,-8.4,-0.1,WCC
2011,Samford Bulldogs,-8.9,0.3,Southern
2011,Idaho State Bengals,-4.4,-4.5,Big Sky
2011,St. Francis (PA) Red Flash,-4.4,-4.5,NEC
2011,Manhattan Jaspers,-6.9,-2.2,MAAC
2011,Alabama State Hornets,-9.2,-0.3,SWAC
2011,Texas A&M-Corpus Christi Islanders,-6.8,-2.8,Southland
2011,Longwood Lancers,3.1,-12.8,Indep.
2011,Cal State Bakersfield Roadrunners,-2.4,-7.5,Indep.
2011,Bryant Bulldogs,-3.5,-6.6,NEC
2011,South Carolina Upstate Spartans,-9.3,-0.9,ASUN
2011,Kennesaw State Owls,-3.8,-6.4,ASUN
2011,Binghamton Bearcats,-7.3,-2.9,Am. East
2011,Sacramento State Hornets,-7.6,-2.8,Big Sky
2011,Marist Red Foxes,-6.5,-4.1,MAAC
2011,Fairleigh Dickinson Knights,-5.0,-5.6,NEC
2011,Alabama A&M Bulldogs,-7.8,-2.9,SWAC
2011,Dartmouth Big Green,-8.5,-2.2,Ivy
2011,Florida A&M Rattlers,-6.5,-4.3,MEAC
2011,UL Monroe Warhawks,-9.3,-1.6,Sun Belt
2011,Western Illinois Leathernecks,-13.5,2.5,Summit
2011,Prairie View A&M Panthers,-7.1,-4.5,SWAC
2011,Colgate Raiders,-4.6,-7.1,Patriot
2011,Central Arkansas Bears,-4.3,-7.9,ASUN
2011,South Carolina State Bulldogs,-6.4,-5.8,MEAC
2011,Radford Highlanders,-9.6,-2.8,Big South
2011,Toledo Rockets,-9.7,-3.0,MAC
2011,UT Rio Grande Valley Vaqueros,-4.8,-8.1,WAC
2011,Georgia Southern Eagles,-5.4,-7.5,Southern
2011,UMBC Retrievers,-3.5,-9.9,Am. East
2011,Arkansas-Pine Bluff Golden Lions,-8.6,-5.1,SWAC
2011,Grambling Tigers,-8.9,-4.7,SWAC
2011,Maryland-Eastern Shore Hawks,-3.1,-10.6,MEAC
2011,Houston Christian Huskies,-4.1,-9.8,Southland
2011,Howard Bison,-10.6,-4.3,MEAC
2011,SIU Edwardsville Cougars,-6.8,-8.8,Indep.
2011,Alcorn State Braves,-3.6,-12.1,SWAC
2011,Chicago State Cougars,-4.9,-15.4,Indep.
2011,Southern Jaguars,-13.7,-6.9,SWAC
2011,Centenary (LA) Gentlemen,-11.1,-9.7,Summit
2012,Ohio State Buckeyes,10.8,9.5,Big Ten
2012,Kentucky Wildcats,11.9,8.2,SEC
2012,Syracuse Orange,9.9,8.4,Big East
2012,Michigan State Spartans,7.7,9.9,Big Ten
2012,North Carolina Tar Heels,13.7,3.4,ACC
2012,Wisconsin Badgers,0.3,15.9,Big Ten
2012,Kansas Jayhawks,8.2,7.8,Big 12
2012,Missouri Tigers,14.0,1.9,Big 12
2012,Florida Gators,11.8,3.5,SEC
2012,Indiana Hoosiers,12.1,3.2,Big Ten
2012,Duke Blue Devils,12.2,2.6,ACC
2012,Memphis Tigers,9.5,5.1,CUSA
2012,Wichita State Shockers,8.9,5.3,MVC
2012,Marquette Golden Eagles,10.5,3.2,Big East
2012,Georgetown Hoyas,3.8,9.7,Big East
2012,New Mexico Lobos,6.4,7.1,Mountain West
2012,Baylor Bears,8.9,3.8,Big 12
2012,Vanderbilt Commodores,8.2,4.4,SEC
2012,Louisville Cardinals,3.4,8.9,Big East
2012,Saint Louis Billikens,1.6,10.4,A-10
2012,Florida State Seminoles,4.5,7.4,ACC
2012,Purdue Boilermakers,7.5,4.1,Big Ten
2012,Belmont Bruins,10.6,0.9,ASUN
2012,Alabama Crimson Tide,-0.3,11.5,SEC
2012,Gonzaga Bulldogs,6.8,4.4,WCC
2012,Kansas State Wildcats,5.8,5.2,Big 12
2012,Virginia Cavaliers,-3.1,14.0,ACC
2012,Saint Mary's Gaels,6.4,4.5,WCC
2012,Michigan Wolverines,2.6,8.1,Big Ten
2012,Texas Longhorns,6.3,4.0,Big 12
2012,California Golden Bears,4.8,5.3,Pac-12
2012,UNLV Rebels,8.9,1.2,Mountain West
2012,Creighton Bluejays,11.3,-1.3,MVC
2012,Cincinnati Bearcats,3.2,6.8,Big East
2012,West Virginia Mountaineers,7.3,2.6,Big East
2012,Temple Owls,8.3,1.5,A-10
2012,Iowa State Cyclones,7.2,2.6,Big 12
2012,Iona Gaels,13.1,-3.5,MAAC
2012,UConn Huskies,4.3,5.2,Big East
2012,BYU Cougars,7.9,1.0,WCC
2012,NC State Wolfpack,7.3,1.5,ACC
2012,Long Beach State Beach,5.4,3.4,Big West
2012,Pittsburgh Panthers,4.7,3.6,Big East
2012,Miami Hurricanes,5.0,3.2,ACC
2012,VCU Rams,2.7,5.5,CAA
2012,Drexel Dragons,-1.3,9.4,CAA
2012,Harvard Crimson,-0.6,8.7,Ivy
2012,Davidson Wildcats,8.2,-0.2,Southern
2012,Xavier Musketeers,5.2,2.8,A-10
2012,Minnesota Golden Gophers,4.1,3.9,Big Ten
2012,Arizona Wildcats,3.3,4.5,Pac-12
2012,Seton Hall Pirates,2.2,5.4,Big East
2012,Notre Dame Fighting Irish,1.4,6.2,Big East
2012,La Salle Explorers,5.1,2.5,A-10
2012,Middle Tennessee Blue Raiders,2.9,4.6,Sun Belt
2012,Murray State Racers,2.6,4.9,MVC
2012,St. Bonaventure Bonnies,3.5,3.9,A-10
2012,Southern Miss Golden Eagles,4.7,2.5,CUSA
2012,Saint Joseph's Hawks,5.6,1.4,A-10
2012,Virginia Tech Hokies,0.4,6.5,ACC
2012,Mississippi State Bulldogs,6.0,0.9,SEC
2012,Ohio Bobcats,2.3,4.6,MAC
2012,Oregon Ducks,7.0,-0.1,Pac-12
2012,Clemson Tigers,-0.2,7.1,ACC
2012,Northwestern Wildcats,5.5,1.2,Big Ten
2012,South Dakota State Jackrabbits,7.0,-0.3,Summit
2012,New Mexico State Aggies,8.3,-1.6,WAC
2012,Massachusetts Minutemen,9.2,-2.5,A-10
2012,Tennessee Volunteers,2.1,4.5,SEC
2012,UCLA Bruins,1.7,4.9,Pac-12
2012,San Diego State Aztecs,3.1,3.4,Mountain West
2012,South Florida Bulls,-5.2,11.7,Big East
2012,Cleveland State Vikings,0.5,6.0,Horizon
2012,Akron Zips,4.7,1.7,MAC
2012,Stanford Cardinal,4.3,1.9,Pac-12
2012,Illinois Fighting Illini,0.9,5.2,Big Ten
2012,Northern Iowa Panthers,-0.7,6.7,MVC
2012,Dayton Flyers,5.6,0.4,A-10
2012,Lehigh Mountain Hawks,6.1,-0.1,Patriot
2012,Washington Huskies,7.3,-1.6,Pac-12
2012,Buffalo Bulls,4.9,0.7,MAC
2012,Denver Pioneers,0.5,5.1,Sun Belt
2012,Marshall Thundering Herd,4.8,0.7,CUSA
2012,Georgia State Panthers,-0.9,6.3,CAA
2012,Ole Miss Rebels,1.9,3.4,SEC
2012,Oral Roberts Golden Eagles,3.9,1.3,Summit
2012,UNC Asheville Bulldogs,8.6,-3.6,Big South
2012,Bucknell Bison,0.7,4.3,Patriot
2012,Colorado Buffaloes,1.3,3.7,Pac-12
2012,Wyoming Cowboys,-5.6,10.6,Mountain West
2012,UT Arlington Mavericks,5.8,-1.0,WAC
2012,Montana Grizzlies,-0.6,5.3,Big Sky
2012,UC Santa Barbara Gauchos,3.8,0.9,Big West
2012,Colorado State Rams,4.5,0.2,Mountain West
2012,Wagner Seahawks,3.2,1.4,NEC
2012,Tulsa Golden Hurricane,1.5,3.1,CUSA
2012,Weber State Wildcats,6.7,-2.1,Big Sky
2012,LSU Tigers,-0.0,4.6,SEC
2012,Lamar Cardinals,4.1,0.4,Southland
2012,Oregon State Beavers,9.3,-4.8,Pac-12
2012,Villanova Wildcats,6.3,-1.9,Big East
2012,Iowa Hawkeyes,6.8,-2.4,Big Ten
2012,Missouri State Bears,-0.2,4.5,MVC
2012,Old Dominion Monarchs,-0.8,5.0,CAA
2012,Oklahoma Sooners,3.0,1.3,Big 12
2012,Fairfield Stags,-2.1,6.2,MAAC
2012,Illinois State Redbirds,2.1,1.8,MVC
2012,Richmond Spiders,1.7,2.3,A-10
2012,George Mason Patriots,3.0,0.9,CAA
2012,Oklahoma State Cowboys,2.6,1.2,Big 12
2012,Washington State Cougars,1.8,2.1,Pac-12
2012,Mercer Bears,-0.3,4.0,ASUN
2012,Georgia Bulldogs,-2.2,5.9,SEC
2012,Stony Brook Seawolves,-2.4,6.0,Am. East
2012,Butler Bulldogs,-2.2,5.8,Horizon
2012,Princeton Tigers,-0.2,3.8,Ivy
2012,Duquesne Dukes,5.0,-1.5,A-10
2012,Kent State Golden Flashes,2.9,0.4,MAC
2012,Arkansas Razorbacks,5.0,-1.7,SEC
2012,Vermont Catamounts,-0.4,3.5,Am. East
2012,UCF Knights,-0.3,3.4,CUSA
2012,Robert Morris Colonials,-0.6,3.6,NEC
2012,Bowling Green Falcons,-0.4,3.4,MAC
2012,Detroit Mercy Titans,4.7,-1.9,Horizon
2012,Manhattan Jaspers,2.5,0.3,MAAC
2012,Texas A&M Aggies,-4.3,7.0,Big 12
2012,Rutgers Scarlet Knights,-0.2,2.8,Big East
2012,Boise State Broncos,1.2,1.2,Mountain West
2012,North Dakota State Bison,3.8,-1.5,Summit
2012,Loyola Maryland Greyhounds,-0.8,3.0,MAAC
2012,UAB Blazers,-4.7,6.9,CUSA
2012,UTEP Miners,-2.0,4.1,CUSA
2012,Nevada Wolf Pack,0.5,1.6,WAC
2012,Providence Friars,3.4,-1.3,Big East
2012,Utah State Aggies,-0.6,2.5,WAC
2012,Cal Poly Mustangs,-3.5,5.5,Big West
2012,East Carolina Pirates,0.3,1.6,CUSA
2012,Loyola Marymount Lions,1.7,0.3,WCC
