Year,Team,Conf,BPI(O),BPI(D)
2008,Kansas,Big 12,12.4,9.6
2008,North Carolina,ACC,19.2,1.0
2008,Memphis,C-USA,11.3,8.0
2008,UCLA,Pac-12,7.9,10.9
2008,Duke,ACC,13.8,4.3
2008,Georgetown,Big East,4.3,12.9
2008,West Virginia,Big East,8.9,7.7
2008,Wisconsin,Big Ten,2.1,14.4
2008,Tennessee,SEC,13.3,2.8
2008,Louisville,Big East,7.1,9.1
2008,Davidson,Southern,9.5,5.3
2008,Clemson,ACC,10.2,4.5
2008,Washington St.,Pac-12,1.1,13.2
2008,Xavier,A 10,7.9,6.4
2008,Marquette,Big East,8.3,5.9
2008,Stanford,Pac-12,5.5,8.6
2008,Texas,Big 12,9.4,4.3
2008,Michigan St.,Big Ten,5.8,7.8
2008,Pittsburgh,Big East,7.2,6.0
2008,Indiana,Big Ten,8.5,4.1
2008,Butler,Horizon,3.3,9.2
2008,Connecticut,Big East,8.5,3.8
2008,Texas A&M,Big 12,4.1,8.2
2008,Notre Dame,Big East,10.6,1.6
2008,USC,Pac-12,4.9,7.1
2008,Ohio St.,Big Ten,3.6,8.2
2008,Gonzaga,WCC,8.1,2.9
2008,Mississippi St.,SEC,5.5,5.5
2008,Arizona,Pac-12,6.6,4.1
2008,Florida,SEC,8.1,2.5
2008,Miami FL,ACC,8.1,2.2
2008,Drake,MVC,5.4,4.9
2008,Purdue,Big Ten,3.9,6.0
2008,Oregon,Pac-12,11.0,-1.1
2008,Virginia Tech,ACC,2.4,7.4
2008,Arkansas,SEC,5.5,4.1
2008,Kansas St.,Big 12,8.6,1.1
2008,Syracuse,Big East,10.1,-0.6
2008,Oklahoma,Big 12,2.6,6.9
2008,Saint Joseph's,A 10,6.1,3.2
2008,Mississippi,SEC,10.1,-0.7
2008,New Mexico,Mountain West,5.2,4.1
2008,Georgia Tech,ACC,9.8,-0.5
2008,Missouri,Big 12,10.1,-1.0
2008,Villanova,Big East,5.6,3.4
2008,VCU,CAA,0.4,8.6
2008,Saint Mary's,WCC,5.1,3.9
2008,UNLV,Mountain West,2.6,6.0
2008,Vanderbilt,SEC,10.0,-1.6
2008,Maryland,ACC,5.9,2.4
2008,Florida St.,ACC,4.4,3.9
2008,BYU,Mountain West,4.6,3.6
2008,Western Kentucky,Sun Belt,7.5,0.6
2008,Illinois,Big Ten,-0.7,8.8
2008,Rhode Island,A 10,11.0,-3.1
2008,Baylor,Big 12,12.6,-4.8
2008,Massachusetts,A 10,11.3,-3.5
2008,Minnesota,Big Ten,3.2,4.4
2008,Kent St.,MAC,1.8,5.8
2008,Nebraska,Big 12,-0.5,8.0
2008,Duquesne,A 10,11.1,-3.7
2008,Kentucky,SEC,1.0,6.4
2008,Arizona St.,Pac-12,0.5,6.7
2008,Dayton,A 10,2.2,4.9
2008,Wake Forest,ACC,4.5,2.5
2008,Temple,A 10,4.7,2.3
2008,Washington,Pac-12,6.6,0.3
2008,California,Pac-12,9.6,-2.7
2008,Illinois St.,MVC,-1.6,8.5
2008,UAB,C-USA,5.0,1.9
2008,Houston,C-USA,8.4,-1.7
2008,George Mason,CAA,2.0,4.8
2008,Akron,MAC,2.9,3.7
2008,Virginia,ACC,7.8,-1.4
2008,Creighton,MVC,4.2,2.1
2008,South Alabama,Sun Belt,4.0,2.1
2008,Southern Illinois,MVC,-2.6,8.6
2008,Charlotte,A 10,2.2,3.8
2008,IUPUI,Summit,3.8,2.1
2008,Alabama,SEC,6.5,-0.5
2008,Winthrop,Big South,-4.7,10.5
2008,Providence,Big East,5.0,0.9
2008,Utah,Mountain West,1.5,4.2
2008,Oral Roberts,Summit,-0.9,6.5
2008,Georgia,SEC,0.4,4.9
2008,South Carolina,SEC,4.0,1.2
2008,Tulsa,C-USA,1.5,3.6
2008,Siena,MAAC,6.1,-1.0
2008,Oklahoma St.,Big 12,0.8,4.1
2008,Texas Tech,Big 12,2.3,2.6
2008,Miami OH,MAC,-3.2,8.1
2008,Stephen F. Austin,WAC,-4.9,9.8
2008,Cal St. Fullerton,Big West,9.6,-4.9
2008,Western Michigan,MAC,2.5,1.9
2008,UNC Greensboro,Southern,1.9,2.4
2008,Boston College,ACC,2.7,1.6
2008,Old Dominion,CAA,-0.1,4.4
2008,New Mexico St.,WAC,7.2,-2.9
2008,UC Santa Barbara,Big West,0.3,3.9
2008,Ohio,MAC,1.0,3.2
2008,San Diego St.,Mountain West,-0.7,4.9
2008,North Carolina St.,ACC,1.1,3.2
2008,Missouri St.,MVC,1.2,2.8
2008,Bradley,MVC,7.3,-3.3
2008,Southern Miss,C-USA,2.0,1.9
2008,UCF,C-USA,3.9,0.0
2008,Cornell,Ivy,6.2,-2.5
2008,UTEP,C-USA,6.5,-3.1
2008,DePaul,Big East,5.8,-2.4
2008,Seton Hall,Big East,8.5,-5.1
2008,South Florida,Big East,1.4,1.9
2008,North Dakota St.,Summit,6.1,-2.9
2008,LSU,SEC,1.6,1.5
2008,Cal St. Northridge,Big West,4.5,-1.5
2008,Valparaiso,Horizon,2.6,0.4
2008,Portland St.,Big Sky,3.8,-0.9
2008,Cincinnati,Big East,-0.8,3.6
2008,Robert Morris,NEC,3.5,-0.7
2008,Brown,Ivy,-0.6,3.3
2008,Wright St.,Horizon,-4.4,7.1
2008,Belmont,ASUN,6.8,-4.2
2008,Sam Houston St.,WAC,-1.3,3.9
2008,Cleveland St.,Horizon,-1.1,3.6
2008,Illinois Chicago,Horizon,1.3,1.3
2008,Rider,MAAC,5.5,-3.0
2008,Nevada,WAC,3.9,-1.4
2008,Northern Iowa,MVC,-4.2,6.7
2008,High Point,Big South,-1.6,4.1
2008,Pacific,Big West,1.9,0.5
2008,UMBC,Am. East,4.5,-2.2
2008,Penn St.,Big Ten,0.6,1.6
2008,Boise St.,WAC,8.3,-6.1
2008,Lamar,Southland,7.6,-5.5
2008,Auburn,SEC,2.7,-0.7
2008,Utah St.,WAC,2.8,-0.8
2008,San Diego,WCC,-1.7,3.7
2008,Iowa St.,Big 12,-2.2,3.9
2008,Marshall,C-USA,-1.0,2.6
2008,St. John's,Big East,-4.0,5.5
2008,Saint Louis,A 10,-5.9,7.4
2008,Fordham,A 10,-2.8,4.2
2008,North Texas,Sun Belt,3.7,-2.3
2008,Indiana St.,MVC,-0.3,1.6
2008,Appalachian St.,Southern,1.8,-0.5
2008,UC Irvine,Big West,-1.0,2.3
2008,Northeastern,CAA,-3.1,4.3
2008,Niagara,MAAC,5.0,-3.9
2008,Austin Peay,ASUN,2.9,-1.8
2008,Georgia Southern,Southern,3.3,-2.4
2008,Green Bay,Horizon,2.3,-1.4
2008,Oakland,Summit,5.3,-4.5
2008,American,Patriot,-3.0,3.8
2008,Tulane,C-USA,-2.8,3.6
2008,Marist,MAAC,0.7,0.0
2008,UNC Asheville,Big South,2.3,-1.6
2008,Michigan,Big Ten,-1.4,2.1
2008,Holy Cross,Patriot,-6.6,7.2
2008,Albany,Am. East,-1.0,1.3
2008,Wichita St.,MVC,-3.6,3.8
2008,Chattanooga,Southern,4.2,-4.0
2008,Richmond,A 10,-4.0,4.2
2008,La Salle,A 10,5.3,-5.3
2008,Vermont,Am. East,2.0,-2.0
2008,Iowa,Big Ten,-9.7,9.7
2008,Colorado,Big 12,-4.5,4.4
2008,Loyola MD,MAAC,2.2,-2.4
2008,UNC Wilmington,CAA,4.0,-4.2
2008,Charleston,Southern,2.4,-2.7
2008,Montana,Big Sky,0.1,-0.6
2008,George Washington,A 10,-3.1,2.7
2008,Mount St. Mary's,NEC,-2.2,1.7
2008,Southeastern Louisiana,Southland,-4.5,3.9
2008,TCU,Mountain West,-0.7,0.0
2008,East Tennessee St.,ASUN,5.4,-6.1
2008,Morgan St.,MEAC,-2.5,1.8
2008,Santa Clara,WCC,-7.0,6.2
2008,Liberty,ASUN,-2.5,1.6
2008,Central Michigan,MAC,2.0,-2.9
2008,James Madison,CAA,3.4,-4.3
2008,Air Force,Mountain West,-9.5,8.4
2008,Murray St.,MVC,-0.1,-1.1
2008,Yale,Ivy,-0.5,-0.8
2008,Milwaukee,Horizon,0.0,-1.3
2008,William & Mary,CAA,-5.4,4.1
2008,Lafayette,Patriot,5.4,-6.7
2008,New Orleans,Sun Belt,2.9,-4.3
2008,Gardner Webb,ASUN,3.8,-5.3
2008,Hampton,MEAC,-4.1,2.6
2008,UT Arlington,WAC,0.8,-2.4
2008,Lipscomb,ASUN,0.7,-2.3
2008,Northern Arizona,Big Sky,1.2,-2.9
2008,VMI,Southern,13.4,-15.1
2008,Little Rock,Sun Belt,-5.9,4.2
2008,Purdue Fort Wayne,Summit,-0.3,-1.6
2008,Fresno St.,WAC,-1.3,-0.5
2008,Middle Tennessee,Sun Belt,-2.5,0.7
2008,Central Connecticut,NEC,-1.8,-0.2
2008,Navy,Patriot,4.6,-6.6
2008,Eastern Michigan,MAC,-2.5,0.4
2008,Weber St.,Big Sky,-3.1,1.0
2008,Colgate,Patriot,-4.3,2.2
2008,Delaware,CAA,-3.0,0.8
2008,Sacred Heart,NEC,1.6,-3.9
2008,Rutgers,Big East,-5.2,2.9
2008,Loyola Chicago,Horizon,-5.6,3.2
2008,Wofford,Southern,-2.2,-0.3
2008,Hofstra,CAA,-0.6,-2.0
2008,Tennessee Martin,OVC,5.2,-7.9
2008,Boston University,Am. East,-5.9,3.0
2008,Northwestern,Big Ten,-3.6,0.7
2008,Utah Valley,Indep.,-1.8,-1.1
2008,Hawaii,WAC,-2.4,-0.6
2008,Binghamton,Am. East,-4.1,1.1
2008,LIU,NEC,0.7,-3.7
2008,Louisiana,Sun Belt,-5.1,2.1
2008,Columbia,Ivy,-5.0,1.9
2008,Fairfield,MAAC,-2.8,-0.4
2008,Wagner,NEC,-0.1,-3.2
2008,Tennessee Tech,OVC,1.9,-5.2
2008,Buffalo,MAC,2.3,-5.5
2008,Toledo,MAC,-6.9,3.5
2008,Florida Atlantic,Sun Belt,2.1,-5.8
2008,Towson,CAA,-2.9,-0.9
2008,Bowling Green,MAC,-4.1,0.4
2008,Drexel,CAA,-7.8,4.0
2008,Quinnipiac,NEC,3.2,-7.1
2008,Elon,Southern,-6.8,2.9
2008,St. Bonaventure,A 10,-1.5,-2.5
2008,Nicholls St.,Southland,-4.0,0.0
2008,Louisiana Monroe,Sun Belt,-0.1,-4.0
2008,McNeese St.,Southland,-5.7,1.6
2008,Montana St.,Big Sky,0.7,-4.8
2008,Tennessee St.,OVC,2.3,-6.4
2008,Bucknell,Patriot,-5.2,1.0
2008,Jacksonville,ASUN,0.6,-4.8
2008,Iona,MAAC,-4.5,0.3
2008,Youngstown St.,Horizon,-2.3,-1.9
2008,Alabama St.,SWAC,-3.1,-1.2
2008,Eastern Kentucky,ASUN,-8.3,4.0
2008,Hartford,Am. East,1.0,-5.4
2008,Lehigh,Patriot,-4.7,0.1
2008,Arkansas St.,Sun Belt,0.0,-4.6
2008,Manhattan,MAAC,-1.3,-3.3
2008,Ball St.,MAC,-8.4,3.8
2008,Wyoming,Mountain West,-0.4,-4.2
2008,Evansville,MVC,-6.5,1.7
2008,Pepperdine,WCC,3.8,-8.8
2008,Western Carolina,Southern,-4.3,-0.6
2008,Army,Patriot,-10.0,4.9
2008,New Hampshire,Am. East,-2.8,-2.3
2008,UT Rio Grande Valley,Indep.,-1.0,-4.3
2008,San Francisco,WCC,-2.2,-3.2
2008,Coastal Carolina,Sun Belt,-2.1,-3.3
2008,Eastern Washington,Big Sky,-5.5,0.0
2008,Georgia St.,CAA,-5.9,0.4
2008,East Carolina,C-USA,-1.2,-4.4
2008,Detroit Mercy,Horizon,-7.8,2.3
2008,Presbyterian,Indep.,-8.3,2.7
2008,Texas St.,Sun Belt,7.9,-13.7
2008,Cal Poly,Big West,-5.3,-0.7
2008,Troy,Sun Belt,4.4,-10.5
2008,Western Illinois,Summit,-3.9,-2.2
2008,Delaware St.,MEAC,-9.9,3.8
2008,Central Arkansas,ASUN,-5.7,-0.4
2008,UMKC,Summit,-0.8,-5.4
2008,Texas A&M Corpus Chris,Southland,-5.2,-1.0
2008,San Jose St.,WAC,-2.8,-3.4
2008,Morehead St.,OVC,-6.7,0.4
2008,Oregon St.,Pac-12,-6.0,-0.2
2008,Samford,Southern,-10.6,4.2
2008,Campbell,ASUN,-1.9,-4.7
2008,Northern Colorado,Big Sky,-2.0,-4.6
2008,Mercer,ASUN,1.5,-8.2
2008,North Carolina A&T,MEAC,-1.6,-5.1
2008,Penn,Ivy,-1.4,-5.3
2008,Harvard,Ivy,-0.7,-6.1
2008,Stetson,ASUN,-6.1,-0.7
2008,Norfolk St.,MEAC,-1.0,-5.8
2008,Saint Peter's,MAAC,-4.0,-3.0
2008,FIU,Sun Belt,-6.0,-1.0
2008,Chicago St.,Indep.,2.4,-9.5
2008,Charleston Southern,Big South,0.3,-7.5
2008,Northwestern St.,Southland,3.0,-10.1
2008,UTSA,C-USA,-7.3,0.2
2008,Southern Utah,Summit,-2.7,-4.5
2008,SMU,C-USA,-5.4,-1.9
2008,Colorado St.,Mountain West,-3.0,-4.3
2008,Stony Brook,Am. East,-8.0,0.6
2008,Princeton,Ivy,-10.8,3.2
2008,Northern Illinois,MAC,-1.5,-6.1
2008,Portland,WCC,-6.4,-1.3
2008,USC Upstate,ASUN,-7.1,-0.7
2008,St. Francis NY,NEC,-3.5,-4.4
2008,UC Riverside,Big West,-8.8,0.9
2008,Denver,Sun Belt,-12.8,4.8
2008,Radford,Big South,0.2,-8.2
2008,South Dakota St.,Summit,-4.7,-3.4
2008,Rice,C-USA,-10.0,1.9
2008,Dartmouth,Ivy,-6.8,-1.3
2008,Idaho,WAC,-5.0,-3.4
2008,Furman,Southern,-6.6,-2.1
2008,Southeast Missouri St.,OVC,3.4,-12.3
2008,Florida Gulf Coast,ASUN,-3.9,-5.2
2008,Kennesaw St.,ASUN,-3.2,-5.9
2008,Fairleigh Dickinson,NEC,-0.6,-8.7
2008,Long Beach St.,Big West,-5.4,-3.9
2008,South Carolina St.,MEAC,-1.0,-8.4
2008,Eastern Illinois,OVC,-7.5,-2.0
2008,Jackson St.,SWAC,-2.1,-7.5
2008,Monmouth,NEC,-10.4,0.8
2008,Florida A&M,MEAC,-5.1,-4.7
2008,Alabama A&M,SWAC,-7.5,-2.6
2008,St. Francis PA,NEC,-6.3,-3.8
2008,Coppin St.,MEAC,-9.6,-0.6
2008,Southern,SWAC,-9.3,-1.0
2008,UC Davis,Big West,-7.1,-3.4
2008,Idaho St.,Big Sky,-8.9,-1.6
2008,Jacksonville St.,ASUN,-0.9,-9.7
2008,Cal St. Bakersfield,Indep.,-4.4,-6.3
2008,Bethune Cookman,MEAC,-12.3,1.3
2008,Maine,Am. East,-5.7,-5.4
2008,Canisius,MAAC,-8.1,-3.1
2008,Arkansas Pine Bluff,SWAC,-11.2,0.1
2008,Sacramento St.,Big Sky,-5.0,-6.9
2008,Mississippi Valley St.,SWAC,-9.8,-2.1
2008,Longwood,Indep.,-3.8,-8.2
2008,Louisiana Tech,WAC,-8.5,-3.6
2008,The Citadel,Southern,-7.1,-5.8
2008,Prairie View A&M,SWAC,-6.2,-7.6
2008,Texas Southern,SWAC,-6.7,-7.4
2008,Loyola Marymount,WCC,-6.0,-8.2
2008,North Florida,ASUN,-10.7,-3.8
2008,Howard,MEAC,-12.9,-3.0
2008,Alcorn St.,SWAC,-4.8,-11.8
2008,Maryland Eastern Shore,MEAC,-9.3,-7.4
2008,Grambling St.,SWAC,-6.2,-11.1
2008,North Carolina Central,Indep.,-11.1,-6.7
2008,NJIT,Indep.,-12.9,-7.2
2009,North Carolina,ACC,20.3,1.2
2009,Connecticut,Big East,12.3,6.4
2009,Memphis,C-USA,8.1,10.3
2009,Duke,ACC,11.3,7.0
2009,Pittsburgh,Big East,11.0,7.0
2009,Louisville,Big East,7.8,9.6
2009,West Virginia,Big East,6.5,10.0
2009,Villanova,Big East,10.5,5.3
2009,Missouri,Big 12,12.9,2.9
2009,Gonzaga,WCC,12.8,2.6
2009,Kansas,Big 12,8.8,6.1
2009,Oklahoma,Big 12,10.8,3.7
2009,Michigan St.,Big Ten,7.8,6.1
2009,Clemson,ACC,10.7,3.1
2009,Syracuse,Big East,13.4,0.4
2009,UCLA,Pac-12,10.4,3.3
2009,Purdue,Big Ten,5.6,8.0
2009,Xavier,A 10,6.1,7.3
2009,Arizona St.,Pac-12,4.1,8.9
2009,Wake Forest,ACC,11.7,1.2
2009,Tennessee,SEC,11.1,1.5
2009,Illinois,Big Ten,0.7,11.3
2009,Georgetown,Big East,4.3,7.6
2009,Marquette,Big East,10.6,1.3
2009,Washington,Pac-12,11.8,-0.1
2009,Miami FL,ACC,6.7,4.8
2009,Texas,Big 12,5.8,5.7
2009,Oklahoma St.,Big 12,12.3,-1.2
2009,Florida,SEC,8.2,2.8
2009,Butler,Horizon,2.3,8.6
2009,Wisconsin,Big Ten,0.6,9.9
2009,Davidson,Southern,7.5,2.8
2009,BYU,Mountain West,8.0,2.2
2009,LSU,SEC,6.2,3.9
2009,Florida St.,ACC,2.5,7.4
2009,Kentucky,SEC,4.3,5.6
2009,USC,Pac-12,2.3,7.5
2009,UAB,C-USA,5.7,4.0
2009,Temple,A 10,2.7,7.0
2009,Ohio St.,Big Ten,2.9,6.8
2009,Notre Dame,Big East,9.4,0.2
2009,Baylor,Big 12,9.1,0.4
2009,California,Pac-12,8.9,0.4
2009,Maryland,ACC,5.7,3.5
2009,Kansas St.,Big 12,6.3,2.8
2009,Saint Mary's,WCC,5.5,3.4
2009,VCU,CAA,5.0,3.8
2009,Boston College,ACC,7.7,0.7
2009,North Dakota St.,Summit,10.8,-2.4
2009,Houston,C-USA,7.7,0.6
2009,Michigan,Big Ten,3.3,5.0
2009,San Diego St.,Mountain West,0.4,7.7
2009,South Carolina,SEC,9.0,-0.8
2009,Virginia Tech,ACC,5.3,2.8
2009,Auburn,SEC,4.0,3.9
2009,Illinois St.,MVC,4.5,3.3
2009,Texas A&M,Big 12,3.9,3.8
2009,UNLV,Mountain West,4.0,3.8
2009,New Mexico,Mountain West,4.8,2.9
2009,Creighton,MVC,6.3,1.4
2009,Siena,MAAC,8.9,-1.3
2009,Tulsa,C-USA,0.2,7.5
2009,North Carolina St.,ACC,5.4,2.2
2009,Stanford,Pac-12,6.2,1.2
2009,Rhode Island,A 10,10.7,-3.3
2009,Vanderbilt,SEC,3.3,4.0
2009,Minnesota,Big Ten,1.1,6.1
2009,Penn St.,Big Ten,2.3,4.7
2009,Washington St.,Pac-12,-6.4,13.4
2009,Dayton,A 10,-0.4,7.3
2009,Mississippi St.,SEC,5.7,1.1
2009,Northwestern,Big Ten,-0.4,7.2
2009,Arizona,Pac-12,7.0,-0.2
2009,Utah St.,WAC,2.8,3.9
2009,Cleveland St.,Horizon,-0.8,7.5
2009,Utah,Mountain West,3.6,3.1
2009,Niagara,MAAC,6.3,0.2
2009,George Mason,CAA,-0.4,6.7
2009,Nebraska,Big 12,-2.0,8.1
2009,Providence,Big East,11.0,-5.1
2009,Cincinnati,Big East,1.3,4.5
2009,UTEP,C-USA,8.1,-2.3
2009,Seton Hall,Big East,7.8,-2.0
2009,Green Bay,Horizon,5.3,0.4
2009,Akron,MAC,0.4,5.4
2009,Vermont,Am. East,7.2,-1.5
2009,Duquesne,A 10,10.1,-4.7
2009,Stephen F. Austin,WAC,-5.4,10.8
2009,Cornell,Ivy,4.8,0.6
2009,Northern Iowa,MVC,0.8,4.5
2009,Miami OH,MAC,-2.9,8.2
2009,Old Dominion,CAA,-1.3,6.4
2009,Saint Joseph's,A 10,2.1,3.0
2009,Georgia Tech,ACC,3.7,1.4
2009,Northeastern,CAA,-2.7,7.6
2009,Virginia,ACC,3.0,1.9
2009,Mississippi,SEC,6.0,-1.5
2009,Oral Roberts,Summit,2.5,1.9
2009,Tennessee Martin,OVC,7.1,-2.8
2009,Wright St.,Horizon,-4.7,8.8
2009,Alabama,SEC,3.7,0.2
2009,East Tennessee St.,ASUN,5.7,-2.0
2009,Iowa,Big Ten,-4.7,8.4
2009,Belmont,ASUN,6.0,-2.4
2009,American,Patriot,-2.3,5.8
2009,Western Kentucky,Sun Belt,3.9,-0.4
2009,La Salle,A 10,3.8,-0.4
2009,Murray St.,MVC,-1.1,4.4
2009,Jacksonville,ASUN,4.3,-1.1
2009,Texas Tech,Big 12,8.8,-5.7
2009,Portland St.,Big Sky,4.9,-1.9
2009,Oakland,Summit,6.0,-2.9
2009,Kent St.,MAC,2.0,0.8
2009,Robert Morris,NEC,1.2,1.5
2009,Buffalo,MAC,-1.4,4.0
2009,Sam Houston St.,WAC,2.8,-0.3
2009,Illinois Chicago,Horizon,1.2,1.3
2009,Nevada,WAC,1.6,0.8
2009,Arkansas,SEC,4.3,-2.0
2009,St. John's,Big East,-0.9,3.2
2009,Charleston,Southern,6.0,-3.8
2009,Richmond,A 10,0.8,1.5
2009,UCF,C-USA,3.0,-0.9
2009,Portland,WCC,1.9,0.3
2009,Evansville,MVC,0.1,2.0
2009,Mount St. Mary's,NEC,-1.7,3.7
2009,Eastern Kentucky,ASUN,1.3,0.7
2009,Cal St. Northridge,Big West,4.3,-2.4
2009,Drake,MVC,-1.7,3.5
2009,Pacific,Big West,-2.7,4.6
2009,Southern Miss,C-USA,-0.3,2.1
2009,Middle Tennessee,Sun Belt,-0.2,1.9
2009,Bradley,MVC,0.3,1.2
2009,Marshall,C-USA,2.7,-1.3
2009,Massachusetts,A 10,3.8,-2.6
2009,Bowling Green,MAC,-2.4,3.6
2009,Iowa St.,Big 12,-2.7,4.0
2009,Drexel,CAA,-5.0,6.2
2009,Charlotte,A 10,1.5,-0.3
2009,Little Rock,Sun Belt,-1.9,3.1
2009,Oregon St.,Pac-12,-5.4,6.4
2009,Boston University,Am. East,0.6,0.4
2009,Lipscomb,ASUN,4.1,-3.1
2009,Ohio,MAC,-0.7,1.7
2009,James Madison,CAA,2.1,-1.2
2009,Southern Illinois,MVC,-2.3,3.2
2009,TCU,Mountain West,-2.6,3.5
2009,New Mexico St.,WAC,6.0,-5.1
2009,Wichita St.,MVC,-4.0,4.9
2009,Morehead St.,OVC,-0.7,1.5
2009,Nicholls St.,Southland,-4.2,4.9
2009,Saint Louis,A 10,-5.2,5.8
2009,Rutgers,Big East,-3.3,3.9
2009,South Florida,Big East,-4.8,5.3
2009,UT Arlington,WAC,6.0,-5.5
2009,George Washington,A 10,-1.0,1.5
2009,Milwaukee,Horizon,1.6,-1.3
2009,Sacred Heart,NEC,3.9,-3.6
2009,North Texas,Sun Belt,6.2,-6.1
2009,VMI,Southern,15.2,-15.1
2009,Morgan St.,MEAC,-2.4,2.4
2009,Holy Cross,Patriot,-3.4,3.4
2009,Santa Clara,WCC,-2.4,2.3
2009,Tulane,C-USA,-1.6,1.5
2009,Weber St.,Big Sky,0.6,-0.7
2009,Rider,MAAC,3.6,-3.8
2009,Iona,MAAC,-3.9,3.7
2009,Southeastern Louisiana,Southland,-0.1,-0.1
2009,South Alabama,Sun Belt,-1.0,0.7
2009,Fairfield,MAAC,-1.0,0.7
2009,Stony Brook,Am. East,-4.0,3.7
2009,San Diego,WCC,-5.6,5.3
2009,Cal St. Fullerton,Big West,4.9,-5.3
2009,Texas A&M Corpus Chris,Southland,-1.1,0.7
2009,Austin Peay,ASUN,4.8,-5.2
2009,Radford,Big South,2.0,-2.5
2009,Lamar,Southland,2.7,-3.3
2009,Binghamton,Am. East,0.9,-1.6
2009,Texas St.,Sun Belt,6.8,-7.7
2009,Long Beach St.,Big West,2.7,-3.6
2009,IUPUI,Summit,-3.6,2.5
2009,Hofstra,CAA,-1.5,0.4
2009,Western Carolina,Southern,2.7,-3.8
2009,UC Santa Barbara,Big West,-3.0,1.8
2009,Oregon,Pac-12,2.3,-3.5
2009,The Citadel,Southern,-2.6,1.3
2009,Navy,Patriot,1.4,-2.7
2009,Manhattan,MAAC,-3.0,1.7
2009,Liberty,ASUN,3.4,-4.7
2009,UTSA,C-USA,3.0,-4.4
2009,Boise St.,WAC,2.4,-3.9
2009,St. Bonaventure,A 10,1.2,-2.7
2009,Georgia,SEC,-2.2,0.5
2009,Wofford,Southern,-0.4,-1.4
2009,Idaho,WAC,-2.8,1.0
2009,Louisiana Tech,WAC,-4.1,2.3
2009,Chattanooga,Southern,4.9,-6.9
2009,Arkansas St.,Sun Belt,-3.1,1.1
2009,Troy,Sun Belt,6.3,-8.3
2009,East Carolina,C-USA,3.1,-5.1
2009,Harvard,Ivy,0.4,-2.5
2009,Delaware,CAA,1.0,-3.1
2009,DePaul,Big East,-0.5,-1.6
2009,San Jose St.,WAC,-0.9,-1.2
2009,Missouri St.,MVC,-5.4,3.2
2009,Albany,Am. East,-3.7,1.5
2009,Appalachian St.,Southern,4.9,-7.2
2009,SMU,C-USA,-3.4,1.0
2009,Seattle,Indep.,-3.6,1.2
2009,Jacksonville St.,ASUN,-1.6,-0.9
2009,Mercer,ASUN,3.8,-6.4
2009,Youngstown St.,Horizon,-0.8,-1.8
2009,William & Mary,CAA,-6.2,3.6
2009,Fresno St.,WAC,0.3,-2.9
2009,Western Michigan,MAC,-3.3,0.6
2009,Alabama St.,SWAC,-3.2,0.6
2009,Indiana St.,MVC,-2.5,-0.2
2009,Valparaiso,Horizon,-4.2,1.6
2009,Yale,Ivy,-3.9,1.1
2009,LIU,NEC,1.2,-4.1
2009,Wyoming,Mountain West,4.2,-7.1
2009,Tennessee Tech,OVC,1.1,-4.1
2009,Utah Valley,Indep.,-1.5,-1.4
2009,Montana,Big Sky,-4.0,1.0
2009,Chicago St.,Indep.,10.1,-13.4
2009,Purdue Fort Wayne,Summit,-2.4,-0.9
2009,Gardner Webb,Big South,1.6,-4.9
2009,Loyola Chicago,Horizon,-3.1,-0.3
2009,Lehigh,Patriot,-3.4,0.0
2009,McNeese St.,Southland,-5.1,1.7
2009,Colorado,Big 12,-5.0,1.5
2009,Hawaii,WAC,-3.5,0.0
2009,Ball St.,MAC,-8.8,5.2
2009,Samford,Southern,-8.5,5.0
2009,New Hampshire,Am. East,-5.2,1.6
2009,Jackson St.,SWAC,-0.3,-3.3
2009,Loyola MD,MAAC,-0.4,-3.4
2009,UMBC,Am. East,-1.3,-2.5
2009,Penn,Ivy,-1.5,-2.3
2009,UC Davis,Big West,3.9,-7.7
2009,Canisius,MAAC,-4.2,0.4
2009,Stetson,ASUN,-3.1,-0.8
2009,UC Riverside,Big West,-9.2,5.2
2009,South Dakota St.,Summit,0.2,-4.2
2009,San Francisco,WCC,-1.3,-2.7
2009,Rice,C-USA,-3.7,-0.4
2009,Northern Colorado,Big Sky,0.1,-4.3
2009,Towson,CAA,-0.8,-3.6
2009,Princeton,Ivy,-11.1,6.6
2009,Campbell,ASUN,-1.9,-2.6
2009,Indiana,Big Ten,-3.5,-1.0
2009,Louisiana,Sun Belt,-2.2,-2.4
2009,Georgia St.,CAA,-7.1,2.4
2009,Quinnipiac,NEC,-2.7,-2.0
2009,Coppin St.,MEAC,-3.3,-1.3
2009,Central Connecticut,NEC,-3.4,-1.3
2009,Presbyterian,Big South,-8.8,4.1
2009,Idaho St.,Big Sky,-3.0,-1.8
2009,Marist,MAAC,-2.8,-2.1
2009,Central Michigan,MAC,-4.6,-0.3
2009,Army,Patriot,-9.5,4.5
2009,UC Irvine,Big West,-3.0,-2.0
2009,Northern Arizona,Big Sky,-3.4,-1.6
2009,South Dakota,Indep.,1.5,-6.5
2009,Denver,Sun Belt,-9.5,4.4
2009,Columbia,Ivy,-7.2,2.0
2009,Hampton,MEAC,-10.3,5.0
2009,Colorado St.,Mountain West,1.3,-6.7
2009,Wagner,NEC,-2.0,-3.4
2009,Eastern Illinois,OVC,-6.2,0.7
2009,Winthrop,Big South,-8.9,3.4
2009,Saint Peter's,MAAC,-8.7,3.1
