Team,PASE
Middle Tennessee,0.6484375
Milwaukee,-0.1875
Minnesota,-0.359375
Mississippi,-0.0208333333333333
Mississippi St.,-0.44921875
Mississippi Valley St.,-0.03125
Missouri,-0.380859375
Montana,-0.18125
Montana St.,0.25
Morehead St.,0.375
Morgan St.,-0.1875
Mount St. Mary's,0.96875
Murray St.,0.228125
Nebraska,-0.7734375
Nevada,-0.2109375
New Mexico,-0.88125
New Mexico St.,-0.234375
New Orleans,
Norfolk St.,0.5833333333333334
North Carolina,0.5479910714285714
North Carolina A&T,0.96875
North Carolina Central,-0.109375
North Carolina St.,-0.0044642857142857
North Dakota,-0.1875
North Dakota St.,0.2890625
North Florida,
North Texas,0.28125
Northeastern,-0.1796875
Northern Colorado,-0.1875
Northern Iowa,0.24609375
Northern Kentucky,-0.109375
Northwestern,-0.078125
Northwestern St.,-0.109375
Notre Dame,0.1145833333333333
Oakland,-0.15625
Ohio,1.1302083333333333
Ohio St.,-0.078125
Oklahoma,0.2135416666666666
Oklahoma St.,-0.5647321428571429
Old Dominion,-0.1770833333333333
Oral Roberts,0.3489583333333333
Oregon,0.5815972222222222
Oregon St.,0.796875
Pacific,-0.1875
Penn,-0.03125
Penn St.,-0.046875
Pittsburgh,-0.37109375
Portland St.,-0.140625
Prairie View A&M,
Princeton,0.3489583333333333
Providence,-0.3255208333333333
Purdue,-0.4207589285714285
Radford,0.46875
Rhode Island,0.1484375
Richmond,0.359375
Robert Morris,0.1979166666666666
Rutgers,0.453125
SMU,-0.6875
Saint Joseph's,-0.3645833333333333
Saint Louis,-0.10546875
Saint Mary's,-0.1927083333333333
Saint Peter's,0.8385416666666666
Sam Houston St.,-0.109375
Samford,-0.25
San Diego,0.75
San Diego St.,-0.0052083333333333
San Francisco,-0.546875
Seton Hall,-0.4625
Siena,0.296875
South Alabama,-0.546875
South Carolina,1.2109375
South Dakota St.,-0.3046875
South Florida,1.484375
Southeast Missouri St.,
Southern,-0.03125
Southern Miss,-0.609375
St. Bonaventure,-0.1770833333333333
St. John's,-0.6484375
Stanford,0.8203125
Stephen F. Austin,0.128125
Stetson,-0.03125
Stony Brook,-0.25
Syracuse,0.6203125
TCU,-0.1484375
Temple,-0.5044642857142857
Tennessee,-0.0909090909090909
Texas,-0.3317307692307692
Texas A&M,-0.048828125
Texas A&M Corpus Chris,0.96875
Texas Southern,0.5375
Texas Tech,0.5755208333333334
Troy,-0.1875
Tulsa,-0.25
UAB,-0.046875
UC Davis,0.96875
UC Irvine,0.25
UC Santa Barbara,-0.25
UCF,0.390625
UCLA,0.73125
UMBC,0.390625
UNC Asheville,0.140625
UNC Greensboro,-0.25
UNC Wilmington,-0.3828125
UNLV,-0.59375
USC,0.15625
UT Arlington,-0.03125
UTEP,-0.515625
UTSA,0.96875
Utah,-0.3229166666666667
Utah St.,-0.6674107142857143
VCU,-0.0071022727272727
Valparaiso,-0.1796875
Vanderbilt,-0.946875
Vermont,-0.0357142857142857
Villanova,0.3545673076923077
Virginia,-0.6109375
Virginia Tech,-0.4375
Wagner,
Wake Forest,-0.546875
Washington,0.30078125
Washington St.,-0.1875
Weber St.,-0.109375
West Virginia,0.080965909090909
Western Kentucky,0.54375
Western Michigan,-0.109375
Wichita St.,0.2276785714285714
Winthrop,-0.3385416666666667
Wisconsin,0.2801339285714285
Wofford,-0.190625
Wright St.,-0.0703125
Wyoming,-0.515625
Xavier,0.4453125
Yale,0.00390625
